idENT_MEN;IDENT_IND;RG;DEP;DATENQ;POIDS_VOY13;poids_annuel;IDENT_VOY;V2_OLDVMH;V2_OLDDEBJ;V2_OLDFINJ;V2_OLDDEST;V2_OLDVORG;V2_OLDVDEP;V2_OLDVPAYS;V2_PAYS;V2_Continent;V2_Dom_Tom;V2_NAVETTE;V2_OLDMOTPR;V2_OLDACCOMPP;V2_OLDTALP;V2_OLDHEBERP;V2_OLDMTPP;V2_DVO_DSV;Nbdep;V2_OLDKMV;V2_DUREEV;V2_OLDNBEXC;V2_OLDNBLDMJ;V2_OLVCHXI;V2_OLVCHXIB_A;V2_OLVCHXIB_B;V2_OLVCHXIB_C;V2_OLVCHXIB_D;numcom_AUCat;numcom_zhu;numcom_UUCat;numcom_ZE;numcom_BV;numcom_Pays;numcom_Canton;numcom_EPCI;numcom_SCOT;numcom_PTU;numcom_montagne;numcom_littoral;V2_OLDVCOM_AUCat;V2_OLDVCOM_zhu;V2_OLDVCOM_UUCat;V2_OLDVCOM_ZE;V2_OLDVCOM_BV;V2_OLDVCOM_Pays;V2_OLDVCOM_Canton;V2_OLDVCOM_EPCI;V2_OLDVCOM_SCOT;V2_OLDVCOM_PTU;V2_OLDVCOM_montagne;V2_OLDVCOM_littoral;numcom_AU2010;numcom_UU2010;v2_oldvcom_AU2010;v2_oldvcom_UU2010
24055601000;2405560100001;24;18;13/08/2007;7002.0057954;28008.023181;24055601000D01;14;14/07/2007;28/07/2007;1;2;05;001;France;0;0;0;8.80;1;2;5;3.32;447;2;1100;;2;;2;0;0;0;0;Commune multipolarisée;03;ville isolée;2411;18141;18BOUR;18320;241800523;238;;non montagne;non littoral;Espace à dominante rurale;00;commune rurale;9321;05065;05BRIAN;05101;240500223;;;montagne;non littoral;120;I;400;R
24055801000;2405580100001;24;18;06/07/2007;29576.598244;118306.39297;24055801000D01;17;03/06/2007;20/06/2007;2;2;13;001;France;0;0;0;8.80;1;2;6;3.31;458;4;1600;;2;;2;0;0;0;0;Commune multipolarisée;03;ville isolée;2411;18141;18BOUR;18320;241800523;238;;non montagne;non littoral;Pôle urbain;02;ville isolée;9347;13047;;13495;241300177;671;210;non montagne;communes bord de mer;120;I;111;B
24056001000;2405600100001;24;18;09/07/2007;4156.3847497;16625.538999;24056001000D01;0;14/06/2007;14/06/2007;1;2;41;001;France;0;0;0;5.51;4;2;0;3.30;83;2;230;180;2;;2;0;0;0;0;Commune multipolarisée;03;ville isolée;2411;18141;18BOUR;18320;241800523;238;;non montagne;non littoral;Pôle urbain;06;ville centre;2451;41018;41CHAT;41199;200001519;202;20;non montagne;non littoral;120;I;111;C
24056101000;2405610100001;24;18;10/07/2007;98861.146754;395444.58701;24056101000D01;3;06/07/2007;09/07/2007;1;2;17;001;France;0;0;0;5.51;1;2;7;3.32;300;2;730;625;2;;2;0;0;0;0;Commune multipolarisée;03;ville isolée;2411;18141;18BOUR;18320;241800523;238;;non montagne;non littoral;Pôle urbain;02;ville centre;5409;17306;;17296;241700640;190;271;non montagne;communes bord de mer;120;I;111;C
24056401000;2405640100001;24;18;11/07/2007;10696.073017;42784.292069;24056401000D01;12;17/06/2007;29/06/2007;1;2;19;001;France;0;0;0;8.80;1;2;10;3.31;201;2;540;360;2;;2;0;0;0;0;Commune multipolarisée;03;ville isolée;2411;18141;18BOUR;18320;241800523;238;;non montagne;non littoral;Commune multipolarisée;03;commune rurale;7407;19255;19TULL;19222;241927201;240;;non montagne;non littoral;120;I;120;R
24056801000;2405680100001;24;18;10/09/2007;15203.095022;60812.380088;24056801000D01;16;20/08/2007;05/09/2007;1;2;85;001;France;0;0;0;8.81;1;2;3;3.31;319;2;780;780;2;;2;0;0;0;0;Commune multipolarisée;03;ville isolée;2411;18141;18BOUR;18320;241800523;238;;non montagne;non littoral;Pôle urbain;02;ville centre;5216;85226;;85326;;1950;;non montagne;communes bord de mer;120;I;211;C
24056901000;2405690100001;24;18;05/09/2007;10867.106532;43468.426127;24056901000D01;10;31/07/2007;10/08/2007;1;2;__;010;Portugal;0;0;0;8.81;2;2;3;3.32;1086;2;2860;;2;;2;0;0;0;0;Commune multipolarisée;03;ville isolée;2411;18141;18BOUR;18320;241800523;238;;non montagne;non littoral;;;;;;;;;;;;;120;I;;
24057101000;2405710100001;24;18;11/09/2007;12185.089285;48740.357138;24057101000D01;2;31/08/2007;02/09/2007;1;2;76;001;France;0;0;0;5.51;3;2;6;3.32;304;2;730;795;2;;2;0;0;0;0;Commune multipolarisée;03;ville isolée;2411;18141;18BOUR;18320;241800523;238;;non montagne;non littoral;Pôle urbain;06;ville centre;2323;76351;76HPDC;76298;247600596;817;50;non montagne;communes bord de mer;120;I;111;C
24057101000;2405710100001;24;18;11/09/2007;22587.67123;90350.684922;24057101000D02;2;21/08/2007;23/08/2007;1;2;76;001;France;0;0;0;5.51;3;2;6;3.32;304;2;730;795;2;;2;0;0;0;0;Commune multipolarisée;03;ville isolée;2411;18141;18BOUR;18320;241800523;238;;non montagne;non littoral;Pôle urbain;06;ville centre;2323;76351;76HPDC;76298;247600596;817;50;non montagne;communes bord de mer;120;I;111;C
24057301000;2405730100001;24;18;03/10/2007;3546.0027193;14184.010877;24057301000D01;1;29/09/2007;30/09/2007;1;2;44;001;France;0;0;0;7.76;2;2;9;3.31;285;2;800;565;2;;1;0;1;0;0;Commune multipolarisée;03;ville isolée;2411;18141;18BOUR;18320;241800523;238;;non montagne;non littoral;Pôle urbain;06;ville centre;5201;44109;;44299;244400404;76;67;non montagne;non littoral;120;I;111;C
24057301000;2405730100001;24;18;03/10/2007;5679.8812883;22719.525153;24057301000D02;12;07/09/2007;19/09/2007;1;2;76;001;France;0;0;0;8.80;1;2;5;3.31;321;2;790;510;2;;2;0;0;0;0;Commune multipolarisée;03;ville isolée;2411;18141;18BOUR;18320;241800523;238;;non montagne;non littoral;Pôle urbain;02;ville centre;2311;76259;76HFAL;76221;247600331;4051;179;non montagne;communes bord de mer;120;I;211;C
24057401000;2405740100001;24;18;13/09/2007;11529.026972;46116.107889;24057401000D01;5;27/08/2007;01/09/2007;1;2;85;001;France;0;0;0;8.81;1;2;3;3.31;338;2;930;720;2;;2;0;0;0;0;Commune multipolarisée;03;ville isolée;2411;18141;18BOUR;18320;241800523;238;;non montagne;non littoral;Espace à dominante rurale;00;ville isolée;5216;85163;;85318;;1951;;non montagne;communes bord de mer;120;I;221;I
24057401000;2405740100001;24;18;13/09/2007;13048.299384;52193.197536;24057401000D02;0;23/08/2007;23/08/2007;1;2;45;001;France;0;0;0;5.52;1;2;0;3.31;88;2;210;180;2;;2;0;0;0;0;Commune multipolarisée;03;ville isolée;2411;18141;18BOUR;18320;241800523;238;;non montagne;non littoral;Pôle urbain;06;ville centre;2461;45234;;45299;244500468;613;72;non montagne;non littoral;120;I;111;C
24057701000;2405770100001;24;18;27/09/2007;39701.226564;158804.90626;24057701000D01;7;25/08/2007;01/09/2007;1;2;63;001;France;0;0;0;8.80;1;2;5;3.32;182;2;500;;2;;2;0;0;0;0;Commune multipolarisée;03;ville isolée;2411;18141;18BOUR;18320;241800523;238;;non montagne;non littoral;Espace à dominante rurale;00;commune rurale;8324;63038;63GDSA;63305;246300966;;;montagne;non littoral;120;I;400;R
24057901000;2405790100001;24;18;07/09/2007;11626.000366;46504.001464;24057901000D01;1;25/08/2007;26/08/2007;1;2;77;001;France;0;0;0;5.51;3;2;6;3.32;153;2;400;330;2;;2;0;0;0;0;Commune multipolarisée;03;ville isolée;2411;18141;18BOUR;18320;241800523;238;;non montagne;non littoral;Commune monopolarisée;07;commune rurale;1148;77100;;77205;247700040;308;;non montagne;non littoral;120;I;114;R
24058101000;2405810100001;24;18;07/09/2007;4783.3555649;19133.42226;24058101000D01;0;01/09/2007;01/09/2007;1;2;75;001;France;0;0;0;5.51;2;2;0;3.32;188;2;500;390;2;;2;0;0;0;0;Commune multipolarisée;03;ville isolée;2411;18141;18BOUR;18320;241800523;238;;non montagne;non littoral;Pôle urbain;09;ville centre;1131;75056;;75199;;;;non montagne;non littoral;120;I;113;C
24058101000;2405810100001;24;18;07/09/2007;5087.5654319;20350.261728;24058101000D02;0;23/08/2007;23/08/2007;1;2;75;001;France;0;0;0;5.51;2;2;0;3.32;188;2;500;390;2;;2;0;0;0;0;Commune multipolarisée;03;ville isolée;2411;18141;18BOUR;18320;241800523;238;;non montagne;non littoral;Pôle urbain;09;ville centre;1131;75056;;75199;;;;non montagne;non littoral;120;I;113;C
24058101000;2405810100001;24;18;07/09/2007;5235.0657892;20940.263157;24058101000D03;0;13/08/2007;13/08/2007;1;2;75;001;France;0;0;0;5.51;2;2;0;3.32;188;2;500;390;2;;2;0;0;0;0;Commune multipolarisée;03;ville isolée;2411;18141;18BOUR;18320;241800523;238;;non montagne;non littoral;Pôle urbain;09;ville centre;1131;75056;;75199;;;;non montagne;non littoral;120;I;113;C
24058201000;2405820100004;24;18;12/09/2007;25910.625552;103642.50221;24058201000D01;23;03/08/2007;26/08/2007;2;2;__;010;Portugal;0;0;0;8.80;3;2;6;3.32;1086;4;3799;;2;;2;0;0;0;0;Commune multipolarisée;03;ville isolée;2411;18141;18BOUR;18320;241800523;238;;non montagne;non littoral;;;;;;;;;;;;;120;I;;
24058401000;2405840100001;24;18;06/09/2007;9348.4510272;37393.804109;24058401000D01;0;16/08/2007;16/08/2007;1;2;94;001;France;0;0;0;6.64;1;1;0;3.30;190;2;500;330;2;;2;0;0;0;0;Commune multipolarisée;03;ville isolée;2411;18141;18BOUR;18320;241800523;238;;non montagne;non littoral;Pôle urbain;08;banlieue;1136;75056;;94204;;333;;non montagne;non littoral;120;I;113;B
24058401000;2405840100001;24;18;06/09/2007;13366.078295;53464.313181;24058401000D02;0;12/08/2007;12/08/2007;1;2;18;001;France;0;0;0;6.64;1;2;0;3.31;61;2;210;195;2;;2;0;0;0;0;Commune multipolarisée;03;ville isolée;2411;18141;18BOUR;18320;241800523;238;;non montagne;non littoral;Espace à dominante rurale;00;commune rurale;2413;18242;18BESA;18207;241800408;;;non montagne;non littoral;120;I;400;R
24059501000;2405950100001;11;91;05/06/2007;4575.5305966;18302.122386;24059501000D01;4;31/05/2007;04/06/2007;1;2;58;001;France;0;0;0;8.81;1;2;3;3.31;131;3;500;810;1;1;1;0;1;0;0;Commune monopolarisée;07;ville centre;1147;91232;;91111;;;;non montagne;non littoral;Espace à dominante rurale;00;commune rurale;2654;58086;58VLNC;58409;245804471;;;non montagne;non littoral;114;B;400;R
24059501000;2405950100001;11;91;05/06/2007;4778.0198311;19112.079324;24059501000D02;12;12/05/2007;24/05/2007;2;2;85;001;France;0;0;0;8.82;3;2;6;3.31;381;4;1090;810;2;;2;0;0;0;0;Commune monopolarisée;07;ville centre;1147;91232;;91111;;;;non montagne;non littoral;Espace à dominante rurale;00;ville isolée;5216;85163;;85318;;1951;;non montagne;communes bord de mer;114;B;221;I
24059801000;2405980100001;11;91;06/06/2007;3101.1891142;12404.756457;24059801000D01;4;25/05/2007;29/05/2007;2;2;05;001;France;0;0;0;7.75;3;2;2;3.31;515;4;1270;1050;2;;2;0;0;0;0;Commune monopolarisée;07;ville centre;1147;91232;;91111;;;;non montagne;non littoral;Pôle urbain;02;ville isolée;9322;05061;05GAPE;05299;;179;116;montagne;non littoral;114;B;111;C
24061301000;2406130100001;11;91;31/07/2007;1651.1988208;6604.7952833;24061301000D01;0;29/07/2007;29/07/2007;1;2;58;001;France;0;0;0;8.82;2;2;0;3.33;135;2;360;240;2;;2;0;0;0;0;Commune monopolarisée;07;ville isolée;1147;91405;;91218;;;;non montagne;non littoral;Espace à dominante rurale;00;ville centre;2654;58079;58VLNC;58205;245801014;;;non montagne;non littoral;114;I;221;C
24061301000;2406130100001;11;91;31/07/2007;2370.3481822;9481.3927286;24061301000D02;17;08/07/2007;25/07/2007;1;2;22;001;France;0;0;0;8.82;4;2;7;3.30;343;2;850;690;2;;2;0;0;0;0;Commune monopolarisée;07;ville isolée;1147;91405;;91218;;;;non montagne;non littoral;Espace à dominante rurale;00;commune rurale;5320;22020;22DINA;22104;242200673;;;non montagne;non littoral;114;I;400;R
24061701000;2406170100002;11;91;10/08/2007;13609.097501;54436.390002;24061701000D01;11;21/07/2007;01/08/2007;2;2;74;001;France;0;0;0;8.82;1;2;7;3.31;408;3;1110;1297;2;;1;0;1;0;0;Commune monopolarisée;07;ville isolée;1147;91405;;91218;;;;non montagne;non littoral;Espace à dominante rurale;00;commune rurale;8207;74276;;74225;;644;;montagne;non littoral;114;I;400;R
24061701000;2406170100002;11;91;10/08/2007;19194.497265;76777.98906;24061701000D02;4;14/07/2007;18/07/2007;1;2;41;001;France;0;0;0;7.72;1;2;10;3.31;146;2;930;750;2;;1;1;1;1;0;Commune monopolarisée;07;ville isolée;1147;91405;;91218;;;;non montagne;non littoral;Espace à dominante rurale;00;ville centre;2451;41198;41VCRO;41318;244100632;;;non montagne;non littoral;114;I;221;C
24061901000;2406190100001;11;91;16/08/2007;6679.6731586;26718.692634;24061901000D01;2;06/08/2007;08/08/2007;1;2;36;001;France;0;0;0;5.51;2;1;6;6.62;187;2;550;495;2;;1;0;1;0;1;Commune monopolarisée;07;banlieue;1147;91232;;91111;;;;non montagne;non littoral;Pôle urbain;02;ville centre;2431;36044;36CAVI;36298;243600327;60;36;non montagne;non littoral;114;B;111;C
24062201000;2406220100001;11;91;16/08/2007;4781.8671038;19127.468415;24062201000D01;23;18/07/2007;10/08/2007;2;2;__;011;Espagne;0;0;0;8.82;3;2;5;3.32;784;4;2300;;2;;1;1;1;0;0;Commune monopolarisée;07;banlieue;1147;91232;;91111;;;;non montagne;non littoral;;;;;;;;;;;;;114;B;;
24062401000;2406240100001;11;91;29/08/2007;8813.9963634;35255.985454;24062401000D01;9;07/08/2007;16/08/2007;1;2;56;001;France;0;0;0;8.80;1;2;6;3.33;423;2;960;660;2;;2;0;0;0;0;Commune monopolarisée;07;banlieue;1147;91232;;91111;;;;non montagne;non littoral;Commune monopolarisée;04;ville centre;5353;56083;56LORI;56114;245600341;206;56;non montagne;non littoral;114;B;112;I
24062505000;2406250500002;11;91;01/08/2007;5298.761717;21195.046868;24062505000D01;2;14/07/2007;16/07/2007;1;2;76;001;France;0;0;0;5.51;1;2;6;3.33;185;2;480;300;2;;2;0;0;0;0;Commune monopolarisée;07;ville centre;1147;91045;;91216;;220;;non montagne;non littoral;Pôle urbain;02;ville centre;2308;76255;76VIMR;76119;247600588;;;non montagne;communes bord de mer;114;C;111;C
24063202000;2406320200001;11;91;04/08/2007;6914.4625658;27657.850263;24063202000D01;7;23/07/2007;30/07/2007;1;2;04;001;France;0;0;0;5.51;1;2;6;3.33;574;2;1500;1320;2;;2;0;0;0;0;Commune monopolarisée;07;ville centre;1147;91045;;91216;;220;;non montagne;non littoral;Pôle urbain;02;ville centre;9312;04070;04DIGN;04397;240400465;;241;montagne;non littoral;114;C;111;C
24063202000;2406320200001;11;91;04/08/2007;9570.6886215;38282.754486;24063202000D02;7;08/07/2007;15/07/2007;1;2;__;005;Italie;0;0;0;8.80;1;2;2;7.70;675;2;1360;480;2;;2;0;0;0;0;Commune monopolarisée;07;ville centre;1147;91045;;91216;;220;;non montagne;non littoral;;;;;;;;;;;;;114;C;;
24063302000;2406330200002;11;91;16/08/2007;13625.710672;54502.842687;24063302000D01;0;04/08/2007;04/08/2007;1;2;14;001;France;0;0;0;5.51;3;2;0;3.32;186;2;400;270;2;;2;0;0;0;0;Commune monopolarisée;07;ville centre;1147;91045;;91216;;220;;non montagne;non littoral;Pôle urbain;02;ville centre;2502;14333;14AUGE;14319;241400886;187;180;non montagne;communes bord de mer;114;C;211;C
24063502000;2406350200003;11;91;28/08/2007;10674.087792;42696.351169;24063502000D01;54;01/07/2007;24/08/2007;2;2;73;001;France;0;0;0;8.80;1;2;6;3.32;423;4;1876;;2;;2;0;0;0;0;Commune monopolarisée;07;ville centre;1147;91045;;91216;;220;;non montagne;non littoral;Pôle urbain;06;ville centre;8216;73065;;73299;247300098;216;33;montagne;non littoral;114;C;111;C
24063702000;2406370200003;11;91;30/07/2007;11084.498747;44337.994987;24063702000D01;21;06/07/2007;27/07/2007;2;2;63;001;France;0;0;0;8.80;2;2;10;3.32;331;4;1280;960;2;;2;0;0;0;0;Commune monopolarisée;07;ville centre;1147;91045;;91216;;220;;non montagne;non littoral;Espace à dominante rurale;00;commune rurale;8324;63038;63GDSA;63305;246300966;;;montagne;non littoral;114;C;400;R
24064005000;2406400500003;11;91;22/08/2007;36114.237011;144456.94804;24064005000D01;43;08/07/2007;20/08/2007;2;2;85;001;France;0;0;0;8.81;1;2;3;3.32;376;3;1050;;2;;2;0;0;0;0;Commune monopolarisée;07;ville isolée;1147;75056;;91216;;220;;non montagne;non littoral;Espace à dominante rurale;00;commune rurale;5216;85288;;85330;;;;non montagne;non littoral;114;R;400;R
24064102000;2406410200003;11;91;21/08/2007;24078.581327;96314.325306;24064102000D01;23;13/07/2007;05/08/2007;2;2;40;001;France;0;0;0;8.81;1;2;3;3.32;540;3;2140;;2;;2;0;0;0;0;Commune monopolarisée;07;ville isolée;1147;75056;;91216;;220;;non montagne;non littoral;Espace à dominante rurale;00;commune rurale;7281;40134;33LAGA;40220;244000782;;;non montagne;non littoral;114;R;400;R
24064202000;2406420200001;11;91;13/08/2007;6586.7647273;26347.058909;24064202000D01;27;15/07/2007;11/08/2007;1;2;__;005;Italie;0;0;0;5.51;1;2;7;3.31;728;2;2200;;2;;2;0;0;0;0;Commune monopolarisée;07;ville isolée;1147;75056;;91216;;220;;non montagne;non littoral;;;;;;;;;;;;;114;R;;
24064402000;2406440200001;11;91;06/08/2007;2249.6677547;8998.6710186;24064402000D01;15;07/07/2007;22/07/2007;1;2;06;001;France;0;0;0;5.52;4;2;10;2.22;650;2;1600;;2;;2;0;0;0;0;Commune monopolarisée;07;ville isolée;1147;75056;;91216;;220;;non montagne;non littoral;Pôle urbain;06;ville centre;9333;06088;;06299;240600577;934;69;non montagne;communes bord de mer;114;R;111;C
24064505000;2406450500003;11;91;13/09/2007;22863.428987;91453.715946;24064505000D01;24;28/07/2007;21/08/2007;2;2;__;011;Espagne;0;0;0;8.80;1;2;10;3.32;832;4;2490;;2;;2;0;0;0;0;Commune monopolarisée;07;ville centre;1147;91045;;91111;;220;;non montagne;non littoral;;;;;;;;;;;;;114;C;;
24064902000;2406490200003;11;91;20/09/2007;17548.471905;70193.88762;24064902000D01;27;05/08/2007;01/09/2007;2;2;40;001;France;0;0;0;8.80;1;2;10;3.32;552;3;1620;;2;;2;0;0;0;0;Commune monopolarisée;07;ville centre;1147;91045;;91111;;220;;non montagne;non littoral;Espace à dominante rurale;00;ville isolée;7206;40184;40COAR;40210;244000543;;;non montagne;communes bord de mer;114;C;221;I
24065202000;2406520200004;11;91;12/09/2007;34316.107146;137264.42859;24065202000D01;8;18/08/2007;26/08/2007;1;2;33;001;France;0;0;0;5.51;1;2;6;3.32;455;2;1200;720;2;;2;0;0;0;0;Commune monopolarisée;07;ville centre;1147;91045;;91111;;220;;non montagne;non littoral;Pôle urbain;05;banlieue;7275;33063;33MEDO;33206;243301447;246;;non montagne;non littoral;114;C;111;B
24065202000;2406520200004;11;91;12/09/2007;36228.744336;144914.97734;24065202000D02;11;04/08/2007;15/08/2007;1;2;34;001;France;0;0;0;8.80;1;2;5;3.32;579;2;1560;;2;;2;0;0;0;0;Commune monopolarisée;07;ville centre;1147;91045;;91111;;220;;non montagne;non littoral;Pôle urbain;06;ville centre;9107;34032;;34198;243400769;50;19;non montagne;non littoral;114;C;111;C
24065302000;2406530200002;11;91;07/09/2007;14235.475267;56941.901069;24065302000D01;7;25/08/2007;01/09/2007;1;2;__;092;Croatie;0;0;0;8.80;1;2;2;7.70;1220;2;2440;1350;2;;2;0;0;0;0;Commune monopolarisée;07;ville centre;1147;91045;;91111;;220;;non montagne;non littoral;;;;;;;;;;;;;114;C;;
24065602000;2406560200002;11;91;05/09/2007;6946.0583805;27784.233522;24065602000D01;14;30/07/2007;13/08/2007;2;1;__;212;Tunisie;1;0;0;8.80;1;2;2;7.70;1455;4;3730;;2;;1;0;1;1;1;Commune monopolarisée;07;ville centre;1147;91045;;91111;;220;;non montagne;non littoral;;;;;;;;;;;;;114;C;;
24065702000;2406570200003;11;91;14/09/2007;19679.853977;78719.415909;24065702000D01;7;20/08/2007;27/08/2007;1;2;15;001;France;0;0;0;8.80;1;2;7;3.32;373;2;1200;930;2;;2;0;0;0;0;Commune monopolarisée;07;banlieue;1147;91045;;91304;;220;;non montagne;non littoral;Espace à dominante rurale;00;commune rurale;8313;15120;15HCAN;15222;241501139;;;montagne;non littoral;114;B;400;R
24065802000;2406580200001;11;91;22/09/2007;7136.778602;28547.114408;24065802000D01;4;13/09/2007;17/09/2007;1;2;64;001;France;0;0;0;5.51;4;2;6;6.61;643;2;1600;686;2;;2;0;0;0;0;Commune monopolarisée;07;banlieue;1147;91045;;91304;;220;;non montagne;non littoral;Pôle urbain;05;banlieue;7292;64102;64BASQ;64134;;121;;non montagne;communes bord de mer;114;B;111;B
24065802000;2406580200001;11;91;22/09/2007;7606.7917393;30427.166957;24065802000D02;4;30/08/2007;03/09/2007;1;2;64;001;France;0;0;0;5.51;4;2;6;6.61;643;2;1600;686;2;;2;0;0;0;0;Commune monopolarisée;07;banlieue;1147;91045;;91304;;220;;non montagne;non littoral;Pôle urbain;05;banlieue;7292;64102;64BASQ;64134;;121;;non montagne;communes bord de mer;114;B;111;B
24065902000;2406590200001;11;91;08/09/2007;5305.8070245;21223.228098;24065902000D01;4;13/08/2007;17/08/2007;1;2;__;003;Pays-Bas;0;0;0;5.51;1;2;6;3.31;375;2;900;690;2;;2;0;0;0;0;Commune monopolarisée;07;banlieue;1147;91045;;91304;;220;;non montagne;non littoral;;;;;;;;;;;;;114;B;;
24067611000;2406761100001;24;18;18/01/2008;4529.6523156;18118.609262;24067611000D01;11;22/12/2007;02/01/2008;1;2;52;001;France;0;0;0;8.80;3;2;6;3.32;256;2;700;510;2;;2;0;0;0;0;Pôle urbain;06;ville centre;2411;18033;18BOUR;18198;241800507;238;24;non montagne;non littoral;Espace à dominante rurale;00;commune rurale;2108;52332;52CHAU;52109;;;;non montagne;non littoral;111;C;400;R
24067711000;2406771100001;24;18;14/02/2008;8762.3254535;35049.301814;24067711000D01;2;01/02/2008;03/02/2008;1;2;49;001;France;0;0;0;5.51;2;2;6;3.32;188;2;470;360;2;;2;0;0;0;0;Pôle urbain;06;ville centre;2411;18033;18BOUR;18198;241800507;238;24;non montagne;non littoral;Pôle urbain;02;ville centre;5206;49328;49SAUM;49399;244900361;258;89;non montagne;non littoral;111;C;111;C
24067811000;2406781100002;24;18;29/01/2008;16502.973757;66011.895029;24067811000D01;0;20/01/2008;20/01/2008;1;2;45;001;France;0;0;0;5.51;1;2;0;3.31;99;2;210;240;2;;2;0;0;0;0;Pôle urbain;06;ville centre;2411;18033;18BOUR;18198;241800507;238;24;non montagne;non littoral;Pôle urbain;06;ville centre;2461;45234;;45299;244500468;613;72;non montagne;non littoral;111;C;111;C
24068111000;2406811100001;24;18;17/01/2008;21720.774755;86883.099021;24068111000D01;7;22/12/2007;29/12/2007;1;2;33;001;France;0;0;0;8.80;4;2;6;6.61;385;2;1400;675;2;;2;0;0;0;0;Pôle urbain;06;ville centre;2411;18033;18BOUR;18198;241800507;238;24;non montagne;non littoral;Pôle urbain;02;banlieue;7272;33529;33BAVE;33601;243300563;196;205;non montagne;communes bord de mer;111;C;111;B
24070501000;2407050100001;24;28;14/09/2007;29266.642665;117066.57066;24070501000D01;44;15/07/2007;28/08/2007;1;2;85;001;France;0;0;0;8.80;1;2;2;3.31;330;2;1700;;2;;2;0;0;0;0;Pôle urbain;02;banlieue;2422;28134;28DROU;28328;242852440;1350;177;non montagne;non littoral;Espace à dominante rurale;00;ville isolée;5216;85163;;85318;;1951;;non montagne;communes bord de mer;111;B;221;I
24071611000;2407161100001;24;28;22/11/2007;23221.093817;92884.375267;24071611000D01;0;14/11/2007;14/11/2007;1;2;63;001;France;0;0;0;5.51;3;2;0;3.32;329;2;850;480;2;;2;0;0;0;0;Pôle urbain;06;ville centre;2421;28085;28CHAR;28199;242800191;194;35;non montagne;non littoral;Commune monopolarisée;04;commune rurale;8324;63113;63CLER;63237;246300982;274;;montagne;non littoral;111;C;112;R
24071713000;2407171300001;24;28;19/11/2007;6805.3076436;27221.230574;24071713000D01;0;11/11/2007;11/11/2007;2;2;91;001;France;0;0;0;5.51;1;2;0;3.31;71;2;300;180;2;;2;0;0;0;0;Pôle urbain;06;ville centre;2421;28085;28CHAR;28199;242800191;194;35;non montagne;non littoral;Pôle urbain;08;banlieue;1144;75056;;91302;;;;non montagne;non littoral;111;C;113;B
24072701000;2407270100002;24;28;22/11/2007;23831.656017;95326.62407;24072701000D01;1;28/10/2007;29/10/2007;1;2;90;001;France;0;0;0;6.64;1;2;6;3.33;424;2;1100;870;2;;2;0;0;0;0;Pôle urbain;05;banlieue;2421;28085;28CHAR;28126;242800191;194;35;non montagne;non littoral;Commune multipolarisée;03;ville centre;4303;90033;25AIUR;90102;;166;17;non montagne;non littoral;111;B;221;C
24073501000;2407350100001;24;36;15/04/2008;21507.152064;86028.608257;24073501000D01;8;05/04/2008;13/04/2008;1;2;33;001;France;0;0;0;5.51;4;2;6;6.63;281;2;700;495;2;;2;0;0;0;0;Pôle urbain;02;ville centre;2431;36044;36CAVI;36298;243600327;60;36;non montagne;non littoral;Pôle urbain;06;ville centre;7275;33063;;33299;243300316;246;21;non montagne;non littoral;111;C;111;C
24073501000;2407350100001;24;36;15/04/2008;13519.352485;54077.40994;24073501000D02;2;22/03/2008;24/03/2008;1;2;17;001;France;0;0;0;5.51;2;2;6;3.32;248;2;760;495;2;;2;0;0;0;0;Pôle urbain;02;ville centre;2431;36044;36CAVI;36298;243600327;60;36;non montagne;non littoral;Pôle urbain;02;banlieue;5409;17306;;17243;241700640;190;271;non montagne;communes bord de mer;111;C;111;B
24073701000;2407370100001;24;36;09/04/2008;15405.294315;61621.177259;24073701000D01;5;30/03/2008;04/04/2008;2;2;88;001;France;0;0;0;8.80;2;2;2;3.32;414;5;950;2610;2;;2;0;0;0;0;Pôle urbain;02;ville centre;2431;36044;36CAVI;36298;243600327;60;36;non montagne;non littoral;Espace à dominante rurale;00;ville centre;4192;88196;88DEOD;88314;;;;montagne;non littoral;111;C;211;C
24073701000;2407370100001;24;36;09/04/2008;14093.815138;56375.260553;24073701000D02;4;12/03/2008;16/03/2008;1;2;37;001;France;0;0;0;5.51;2;2;7;3.32;518;2;720;;2;;2;0;0;0;0;Pôle urbain;02;ville centre;2431;36044;36CAVI;36298;243600327;60;36;non montagne;non littoral;Pôle urbain;06;ville centre;2441;37261;;37299;243700754;1020;96;non montagne;non littoral;111;C;111;C
24074401000;2407440100002;24;36;19/03/2008;11529.680198;46118.720791;24074401000D01;0;17/03/2008;17/03/2008;1;2;86;001;France;0;0;0;3.31;1;2;0;3.32;107;2;240;240;2;;2;0;0;0;0;Pôle urbain;02;banlieue;2431;36044;36CAVI;36224;243600327;60;36;non montagne;non littoral;Pôle urbain;06;ville centre;5413;86194;;86399;;323;76;non montagne;non littoral;111;B;111;C
24074701000;2407470100002;24;36;15/04/2008;10780.946713;43123.78685;24074701000D01;4;31/03/2008;04/04/2008;1;2;35;001;France;0;0;0;9.94;4;2;5;3.30;298;2;780;570;2;;2;0;0;0;0;Pôle urbain;02;banlieue;2431;36044;36CAVI;36202;243600327;60;36;non montagne;non littoral;Commune monopolarisée;04;commune rurale;5341;35251;36RENN;35334;243500675;198;;non montagne;non littoral;111;B;112;R
