NOM_COM,INSEE_COM,POPULATION,surface,r,distance_interne,x,y
Primarette,38324,722,22.033,1.494,1.353,857,6477
Cour-et-Buis,38134,853,13.884,1.186,1.074,859,6486
Salaise-sur-Sanne,38468,4542,16.193,1.281,1.160,844,6474
Anjou,38009,1008,5.132,0.721,0.653,848,6476
Agnin,38003,1100,7.969,0.899,0.814,844,6473
Chanas,38072,2581,11.581,1.083,0.981,844,6473
Jarcieu,38198,1027,6.412,0.806,0.730,855,6473
Saint-Romain-de-Surieu,38452,345,4.761,0.695,0.629,849,6477
Auberives-sur-Varèze,38019,1487,7.042,0.845,0.765,843,6485
Vernioz,38536,1244,11.349,1.072,0.971,845,6482
Chalon,38066,178,5.201,0.726,0.657,850,6485
Saint-Clair-du-Rhône,38378,3873,7.169,0.852,0.771,838,6484
Cheyssieu,38101,1025,8.583,0.933,0.845,846,6483
Sonnay,38496,1238,14.170,1.198,1.085,849,6473
Monsteroux-Milieu,38244,789,8.175,0.910,0.824,852,6481
Roussillon,38344,8327,11.841,1.095,0.991,841,6478
Saint-Alban-du-Rhône,38353,842,3.462,0.592,0.536,836,6480
Saint-Prim,38448,1355,7.324,0.861,0.780,842,6485
La Chapelle-de-Surieu,38077,751,11.222,1.066,0.965,851,6477
Ville-sous-Anjou,38556,1195,18.294,1.361,1.232,848,6476
Saint-Aubin-sur-Gaillon,27517,1930,19.620,1.410,1.277,576,6893
Léotoing,43121,242,19.751,1.415,1.281,717,6474
Vergetot,76734,439,4.282,0.659,0.597,504,6948
Clonas-sur-Varèze,38114,1459,6.774,0.828,0.750,840,6483
Allouis,18005,1074,36.361,1.919,1.737,644,6672
Le Genest-Saint-Isle,53103,2131,18.784,1.380,1.249,413,6786
Anglesqueville-l'Esneval,76017,573,4.283,0.659,0.597,500,6953
Nuillé-sur-Vicoin,53168,1217,24.134,1.564,1.416,419,6769
Assieu,38017,1436,12.294,1.116,1.010,843,6480
Saint-Pierre-la-Cour,53247,2153,16.035,1.275,1.154,398,6786
Villainville,76741,306,3.532,0.598,0.541,502,6954
Villiers-sur-Marne,94079,29226,4.320,0.662,0.599,665,6859
Bagnolet,93006,35864,2.570,0.510,0.462,658,6864
Arcueil,94003,21567,2.339,0.487,0.441,652,6856
Noiseau,94053,4680,4.592,0.682,0.617,668,6854
Vincennes,94080,49853,1.905,0.439,0.397,658,6860
Clichy-sous-Bois,93014,29835,3.962,0.634,0.574,668,6869
La Garenne-Colombes,92035,29248,1.781,0.425,0.385,644,6867
Épinay-sur-Seine,93031,55593,4.583,0.681,0.617,651,6873
Argenteuil,95018,110468,17.414,1.328,1.202,648,6873
Châtillon,92020,36779,2.930,0.545,0.493,647,6855
La Courneuve,93027,42485,7.526,0.873,0.790,657,6869
Savigny-sur-Orge,91589,36307,6.977,0.841,0.761,652,6845
L'ÃŽle-Saint-Denis,93039,7786,1.738,0.420,0.380,650,6869
Marnes-la-Coquette,92047,1815,3.479,0.594,0.538,638,6858
Garches,92033,17663,2.719,0.525,0.475,640,6860
Les Lilas,93045,22993,1.258,0.357,0.323,657,6864
Villejuif,94076,55478,5.285,0.732,0.663,652,6855
Boissy-Saint-Léger,94004,15812,8.915,0.950,0.860,663,6851
Malakoff,92046,29973,2.074,0.458,0.415,647,6857
Gentilly,94037,17442,1.183,0.346,0.313,651,6857
Joinville-le-Pont,94042,18824,2.281,0.481,0.436,660,6857
Fontenay-sous-Bois,94033,53424,5.567,0.751,0.680,663,6862
Le Pré-Saint-Gervais,93061,17780,0.703,0.267,0.242,657,6865
Sceaux,92071,19479,3.599,0.604,0.547,647,6854
Boulogne-Billancourt,92012,119645,6.153,0.790,0.715,644,6858
Santeny,94070,3708,10.035,1.008,0.913,668,6850
Livry-Gargan,93046,44466,7.375,0.864,0.782,668,6870
Bondy,93010,53193,5.468,0.744,0.674,661,6869
Saint-Ouen-sur-Seine,93070,49664,4.308,0.661,0.598,650,6868
Montreuil,93048,108402,8.916,0.950,0.860,657,6861
Antony,92002,62210,9.572,0.985,0.892,649,6853
Noisy-le-Sec,93053,43537,5.049,0.715,0.647,661,6867
Neuilly-sur-Marne,93050,34685,6.957,0.840,0.761,665,6864
Villemomble,93077,30051,4.042,0.640,0.579,663,6866
Vaucresson,92076,8628,3.098,0.560,0.507,638,6858
Saint-Mandé,94067,22731,0.907,0.303,0.274,657,6861
Créteil,94028,89392,11.425,1.076,0.974,658,6853
Le Bourget,93013,16484,2.080,0.459,0.416,659,6872
Marolles-en-Brie,94048,4856,4.604,0.683,0.618,668,6850
Drancy,93029,70269,7.766,0.887,0.803,661,6869
Vitry-sur-Seine,94081,92755,11.669,1.087,0.984,654,6853
Villetaneuse,93079,13141,2.308,0.484,0.438,653,6872
Le Plessis-Robinson,92060,29028,3.411,0.588,0.532,647,6854
Bobigny,93008,52337,6.787,0.829,0.751,657,6869
Neuilly-sur-Seine,92051,60580,3.724,0.614,0.556,645,6864
Morangis,91432,13566,4.819,0.699,0.633,651,6843
Le Blanc-Mesnil,93007,55987,8.081,0.905,0.819,660,6873
Les Pavillons-sous-Bois,93057,23695,2.923,0.544,0.493,664,6867
Aulnay-sous-Bois,93005,84662,16.168,1.280,1.159,660,6873
Bourg-la-Reine,92014,20531,1.861,0.434,0.393,650,6853
Ablon-sur-Seine,94001,5785,1.145,0.341,0.309,658,6847
Villeneuve-la-Garenne,92078,24248,3.205,0.570,0.516,651,6869
Le Raincy,93062,14501,2.231,0.475,0.430,664,6867
Charenton-le-Pont,94018,30500,1.849,0.433,0.392,657,6858
Courbevoie,92026,81720,4.165,0.650,0.589,644,6867
Sucy-en-Brie,94071,26279,10.398,1.026,0.929,664,6854
Ormesson-sur-Marne,94055,10287,3.436,0.590,0.534,668,6854
Sèvres,92072,23675,3.930,0.631,0.571,641,6859
Dugny,93030,10659,3.872,0.626,0.567,657,6873
Pierrefitte-sur-Seine,93059,29608,3.413,0.588,0.532,654,6875
Athis-Mons,91027,33691,8.615,0.934,0.846,656,6845
Romainville,93063,26510,3.442,0.591,0.535,658,6866
Fresnes,94034,27416,3.553,0.600,0.543,651,6850
Choisy-le-Roi,94022,44450,5.433,0.742,0.672,656,6853
Sevran,93071,50629,7.262,0.858,0.777,668,6871
Chennevières-sur-Marne,94019,18396,5.223,0.727,0.658,669,6856
Le Plessis-Trévise,94059,20279,4.325,0.662,0.599,670,6855
Chaville,92022,20322,3.570,0.601,0.544,640,6857
Paray-Vieille-Poste,91479,7411,6.040,0.782,0.708,652,6845
Clichy,92024,60387,3.080,0.559,0.506,649,6866
Villecresnes,94075,9828,5.627,0.755,0.684,664,6848
Périgny,94056,2662,2.764,0.529,0.479,668,6845
Colombes,92025,85368,7.787,0.888,0.804,643,6869
Châtenay-Malabry,92019,33016,6.373,0.804,0.728,644,6852
Ivry-sur-Seine,94041,60771,6.124,0.788,0.713,655,6859
Stains,93072,39618,5.411,0.740,0.670,654,6875
Rungis,94065,5610,4.201,0.652,0.590,654,6850
Meudon,92048,45328,9.957,1.004,0.909,644,6858
Villepinte,93078,36656,10.392,1.026,0.929,663,6875
Champigny-sur-Marne,94017,77409,11.318,1.071,0.970,663,6859
Nogent-sur-Marne,94052,31947,2.797,0.532,0.482,662,6859
Villeneuve-le-Roi,94077,21021,8.443,0.925,0.838,654,6847
Fontenay-aux-Roses,92032,24117,2.532,0.507,0.459,646,6855
Thiais,94073,29006,6.430,0.807,0.731,656,6850
Saint-Maurice,94069,14312,1.449,0.383,0.347,657,6858
Clamart,92023,52528,8.767,0.942,0.853,643,6853
Le Perreux-sur-Marne,94058,33729,3.967,0.634,0.574,664,6859
Bry-sur-Marne,94015,16717,3.336,0.581,0.526,664,6861
Neuilly-Plaisance,93049,21177,3.415,0.588,0.532,665,6861
Rosny-sous-Bois,93064,45411,5.920,0.774,0.701,662,6866
Bagneux,92007,39763,4.189,0.651,0.589,650,6857
Chevilly-Larue,94021,19347,4.228,0.655,0.593,654,6853
Porte-de-Benauge,33008,513,16.714,1.301,1.178,443,6400
Saint-Pierre-La-Noue,17340,1593,24.985,1.591,1.441,407,6558
Puilacher,34222,552,2.704,0.523,0.474,739,6274
Castillon-du-Gard,30073,1659,17.744,1.341,1.214,823,6323
Saint-Martin-Lacaussade,33441,1086,3.925,0.631,0.571,414,6457
Saint-Hilaire-d'Ozilhan,30260,1062,16.807,1.305,1.182,828,6318
Saint-Pargoire,34281,2258,23.914,1.557,1.410,745,6267
Plaissan,34204,1107,5.965,0.777,0.704,744,6274
La Ferté-sur-Chiers,8168,170,6.582,0.817,0.740,863,6942
Blaye,33058,4856,15.623,1.258,1.139,410,6452
Villy,8485,215,7.774,0.888,0.804,862,6946
La Celette,18041,176,25.313,1.601,1.450,667,6612
Ainay-le-Vieil,18002,183,13.833,1.184,1.072,663,6620
Lieuran-Cabrières,34138,324,6.142,0.789,0.714,734,6275
Cabrières,34045,479,28.955,1.713,1.551,730,6278
Fontès,34103,1007,17.716,1.340,1.213,731,6269
Bel-Air-Val-d'Ance,48038,517,41.673,2.055,1.861,752,6413
Lachamp-Ribennes,48126,340,51.153,2.277,2.062,728,6393
Monts-de-Randon,48127,1307,148.207,3.875,3.508,745,6400
Huillé-Lézigné,49174,1321,22.047,1.495,1.354,451,6730
Bellevigne-les-Châteaux,49060,3552,35.440,1.895,1.716,469,6684
Saint-Léger-de-Linières,49298,3529,24.502,1.576,1.427,419,6716
Rives-du-Loir-en-Anjou,49377,5503,48.083,2.207,1.998,437,6723
Les Hauts-d'Anjou,49080,8776,145.426,3.839,3.476,435,6745
Gavray-sur-Sienne,50197,1980,38.169,1.967,1.781,383,6873
Port-Bail-sur-Mer,50412,2640,38.960,1.987,1.799,363,6925
Bouligneux,1052,319,26.241,1.631,1.477,850,6550
Péronnas,1289,6287,17.900,1.347,1.220,874,6564
Challex,1078,1450,8.718,0.940,0.851,929,6566
Crans,1129,263,13.257,1.159,1.049,867,6544
Lent,1211,1416,31.752,1.794,1.624,872,6563
Polliat,1301,2504,20.249,1.432,1.297,864,6577
Viriat,1451,6350,45.352,2.144,1.941,873,6579
Scionzier,74264,8530,10.600,1.036,0.938,973,6559
Rignieux-le-Franc,1325,976,15.100,1.237,1.120,865,6542
Saint-Jean-de-Gonville,1360,1720,12.241,1.114,1.009,924,6573
La Tranclière,1425,289,14.778,1.224,1.108,877,6559
Villars-les-Dombes,1443,4628,24.728,1.583,1.433,858,6550
Villieu-Loyes-Mollon,1450,3586,15.858,1.268,1.148,870,6539
Sissy,2721,475,10.846,1.048,0.949,727,6969
Brumetz,2125,213,7.241,0.857,0.776,710,6892
Charly-sur-Marne,2163,2638,20.659,1.447,1.310,719,6871
Crouttes-sur-Marne,2242,644,4.340,0.663,0.600,719,6874
Ribemont,2648,1971,27.067,1.656,1.499,734,6969
Castries,34058,6105,24.118,1.563,1.415,783,6287
Gandelu,2339,689,10.102,1.012,0.916,713,6889
Cervens,74053,1181,6.367,0.803,0.727,966,6581
Marigny-en-Orxois,2465,484,15.553,1.255,1.136,719,6882
Montreuil-aux-Lions,2521,1373,13.016,1.148,1.039,717,6881
Chainaz-les-Frasses,74054,700,5.564,0.751,0.680,933,6523
Vendières,2777,169,12.786,1.138,1.030,730,6864
La Chapelle-aux-Chasses,3057,212,25.965,1.622,1.469,742,6621
Chevagnes,3074,667,49.887,2.248,2.035,742,6609
Challonges,74055,518,7.891,0.894,0.809,917,6549
Escurolles,3109,768,13.367,1.164,1.054,719,6559
Baix,7022,1090,17.552,1.334,1.208,840,6405
Hérisson,3127,627,32.466,1.814,1.642,683,6601
Louroux-Bourbonnais,3150,215,33.363,1.839,1.665,692,6603
Monteignet-sur-l'Andelot,3182,267,9.600,0.986,0.893,720,6556
La Beaume,5019,156,29.648,1.733,1.569,907,6389
La Chapelle-Rambaud,74059,256,4.296,0.660,0.598,949,6559
Le Monêtier-les-Bains,5079,1040,134.683,3.694,3.345,974,6446
Nozières,7166,258,21.893,1.489,1.348,824,6436
Châtillon-sur-Cluses,74064,1271,9.147,0.963,0.872,975,6562
La Colle-sur-Loup,6044,7866,9.823,0.998,0.904,1032,6295
Isola,6073,697,99.616,3.177,2.877,1021,6348
Fleigneux,8170,203,13.752,1.180,1.068,844,6968
Saint-Paul-de-Vence,6128,3456,7.268,0.858,0.777,1032,6295
Contamine-Sarzin,74086,692,6.871,0.834,0.755,930,6549
Désaignes,7079,1087,51.566,2.286,2.070,813,6432
Hargnies,8214,476,42.779,2.082,1.885,827,6984
Labatie-d'Andaure,7114,210,10.068,1.010,0.914,818,6440
Contamine-sur-Arve,74087,2046,6.739,0.826,0.748,958,6566
Labégude,7116,1410,3.191,0.569,0.515,809,6394
Mitry-Mory,77294,19911,29.894,1.740,1.575,669,6878
Saint-Agrève,7204,2366,48.521,2.217,2.007,813,6432
Hierges,8226,208,4.096,0.644,0.583,825,7001
Chilly,8121,147,5.890,0.773,0.700,806,6971
Fépin,8166,265,5.866,0.771,0.698,821,6994
Regniowez,8355,395,18.340,1.363,1.234,804,6983
Sévigny-la-Forêt,8417,272,26.240,1.631,1.477,809,6976
Tremblois-lès-Rocroi,8460,161,1.687,0.413,0.374,809,6972
Menthonnex-sous-Clermont,74178,695,10.137,1.013,0.917,929,6545
Williers,8501,42,2.311,0.484,0.438,868,6954
Bédeille,9046,72,9.575,0.985,0.892,547,6221
Auzat,9030,498,162.786,4.061,3.677,570,6189
Bagert,9033,38,3.327,0.581,0.526,544,6222
Balacet,9034,24,2.154,0.467,0.423,534,6202
Benagues,9050,503,3.106,0.561,0.508,586,6222
Bonac-Irazein,9059,119,37.941,1.961,1.776,534,6202
Sillingy,74272,5143,14.770,1.223,1.107,932,6543
Brassac,9066,639,24.442,1.574,1.425,578,6207
Freychenet,9126,91,25.410,1.605,1.453,600,6202
Ganac,9130,705,20.263,1.433,1.297,585,6204
Gaudiès,9132,241,10.493,1.031,0.933,601,6230
Leychert,9166,101,5.898,0.773,0.700,596,6204
Montaut,9199,716,35.193,1.888,1.709,588,6232
Montbel,9200,120,17.524,1.332,1.206,614,6211
Moulin-Neuf,9213,235,2.886,0.541,0.490,614,6221
Péreille,9227,212,5.429,0.742,0.672,604,6204
Laborel,26153,104,23.583,1.546,1.400,908,6360
Roumengoux,9251,173,6.802,0.830,0.751,611,6219
Cassis,13022,7162,26.015,1.624,1.470,911,6241
Saint-Jean-du-Falga,9265,2946,4.017,0.638,0.578,587,6222
Saint-Paul-de-Jarrat,9272,1306,22.461,1.509,1.366,591,6204
Saint-Sulpice-de-Cognac,16355,1221,23.806,1.553,1.406,431,6523
Soula,9300,183,11.327,1.071,0.970,592,6204
Villeneuve-d'Olmes,9336,1002,5.985,0.779,0.705,603,6201
Cabariot,17075,1324,15.246,1.243,1.125,404,6543
Courceroy,10106,126,6.685,0.823,0.745,728,6820
La Louptière-Thénard,10208,291,13.728,1.179,1.067,731,6810
La Flotte,17161,2754,12.256,1.114,1.009,364,6572
Dormelles,77161,807,13.006,1.148,1.039,690,6804
La Motte-Tilly,10259,382,11.665,1.087,0.984,733,6818
Mirabel-et-Blacons,26183,1058,17.776,1.342,1.215,872,6405
Saint-Nicolas-la-Chapelle,10355,63,11.623,1.085,0.982,738,6825
Mirambeau,17236,1487,26.750,1.646,1.490,422,6479
La Saulsotte,10367,698,18.916,1.384,1.253,734,6830
Nieul-lès-Saintes,17262,1221,20.475,1.440,1.304,407,6522
Traînel,10382,1073,19.976,1.423,1.288,735,6809
La Palme,11188,1711,32.629,1.818,1.646,699,6204
Port-la-Nouvelle,11266,5600,37.405,1.947,1.763,702,6218
Doue,77162,994,20.046,1.425,1.290,715,6866
Rivel,11316,193,24.868,1.587,1.437,617,6198
Prades-d'Aubrac,12187,398,46.683,2.175,1.969,702,6389
Nieul-le-Virouil,17263,580,22.587,1.513,1.370,424,6488
Saint-Chély-d'Aubrac,12214,538,77.002,2.793,2.529,690,6386
Villedoux,17472,2240,15.720,1.262,1.143,388,6578
Châtelaillon-Plage,17094,5923,6.737,0.826,0.748,383,6563
Nod-sur-Seine,21455,215,25.226,1.599,1.448,821,6739
Chaunac,17096,85,2.232,0.476,0.431,437,6478
Chenac-Saint-Seurin-d'Uzet,17098,588,40.812,2.033,1.841,396,6493
Lahourcade,64306,696,10.962,1.054,0.954,408,6257
La Clisse,17112,671,5.254,0.730,0.661,407,6521
L'Albère,66001,83,16.282,1.284,1.163,691,6155
Consac,17116,214,9.092,0.960,0.869,419,6487
Épargnes,17152,854,23.764,1.552,1.405,408,6501
Esnandes,17153,2056,7.646,0.880,0.797,384,6582
Douy-la-Ramée,77163,323,7.954,0.898,0.813,690,6885
Lussant,17216,996,9.009,0.955,0.865,405,6543
Marsilly,17222,3003,12.061,1.105,1.000,384,6578
Saint-Dizant-du-Bois,17324,113,4.171,0.650,0.589,421,6486
Villiers-le-Duc,21704,81,86.582,2.962,2.682,831,6748
Saint-Martin-de-Ré,17369,2288,4.744,0.693,0.627,365,6575
Plan-de-Baix,26240,145,19.585,1.409,1.276,872,6414
Salles-sur-Mer,17420,2103,14.109,1.196,1.083,387,6563
Dreux,28134,30977,24.256,1.568,1.420,579,6854
Le Seure,17426,252,5.401,0.740,0.670,438,6528
Vibrac,17468,153,5.050,0.715,0.647,438,6479
Bussy,18040,380,26.967,1.653,1.497,673,6641
Dingy-Saint-Clair,74102,1414,34.000,1.856,1.680,951,6545
Osmery,18173,271,21.704,1.483,1.343,672,6651
Glay,25274,341,6.627,0.819,0.742,993,6706
Larrey,21343,91,18.622,1.374,1.244,805,6759
Poinçon-lès-Larrey,21488,195,10.463,1.030,0.933,808,6757
Vertault,21671,56,19.311,1.399,1.267,797,6759
Villedieu,21693,69,14.122,1.196,1.083,801,6756
Villers-le-Lac,25321,4889,30.315,1.753,1.587,978,6672
Coulounieix-Chamiers,24138,7948,21.621,1.480,1.340,518,6452
Périgueux,24322,29912,10.120,1.013,0.917,519,6459
Trélissac,24557,6629,24.049,1.561,1.413,522,6458
Fournet-Blancheroche,25255,366,13.153,1.154,1.045,987,6681
Izon-la-Bruisse,26150,10,14.587,1.216,1.101,910,6358
Montancy,25386,148,8.843,0.947,0.857,1006,6701
Beaurières,26040,73,24.422,1.573,1.424,903,6384
Essert-Romand,74114,516,6.786,0.829,0.751,981,6573
La Garde-Adhémar,26138,1048,27.836,1.679,1.520,842,6365
Faucigny,74122,605,4.922,0.706,0.639,960,6564
Lemps,26161,48,16.967,1.311,1.187,891,6364
Omblèze,26221,71,45.027,2.136,1.934,881,6424
Beaucaire,30032,15882,86.482,2.960,2.680,831,6297
Beauvoisin,30033,4724,28.018,1.685,1.526,807,6294
Pierrelatte,26235,13286,49.449,2.238,2.026,838,6365
Héry-sur-Alby,74142,971,7.340,0.862,0.780,935,6525
Saillans,26289,1233,15.748,1.263,1.144,871,6402
Saulce-sur-Rhône,26337,1850,18.996,1.387,1.256,843,6405
Verclause,26369,60,25.983,1.623,1.469,892,6372
Vernouillet,28404,12494,12.269,1.115,1.010,581,6848
Locmaria-Plouzané,29130,5052,23.221,1.534,1.389,135,6839
Cabrières,30057,1611,14.837,1.226,1.110,816,6316
Ploumoguer,29201,2029,38.928,1.986,1.798,129,6835
Sainte-Anastasie,30228,1677,43.664,2.103,1.904,812,6314
Aigaliers,30001,501,27.907,1.682,1.523,801,6331
Aubais,30019,2682,11.876,1.097,0.993,792,6293
Saint-Brès,30237,648,11.355,1.073,0.972,795,6356
Aubord,30020,2384,9.500,0.981,0.888,806,6297
Bellegarde,30034,6987,45.130,2.138,1.936,818,6299
La Bruguière,30056,330,16.535,1.294,1.172,810,6335
Sainte-Cécile-d'Andorge,30239,580,19.030,1.389,1.258,780,6349
Campestre-et-Luc,30064,103,38.350,1.971,1.785,734,6313
Saint-Germain-sous-Doue,77411,526,10.016,1.007,0.912,713,6861
Fontarèches,30115,261,13.357,1.163,1.053,813,6339
Poulx,30206,3835,11.988,1.102,0.998,815,6312
Saint-Laurent-la-Vernède,30279,685,11.840,1.095,0.991,819,6337
Vissec,30353,56,21.813,1.487,1.346,734,6308
Saint-Victor-de-Malcap,30303,836,10.981,1.055,0.955,801,6353
Sanilhac-Sagriès,30308,793,22.214,1.500,1.358,817,6320
Serviers-et-Labaume,30319,600,12.582,1.129,1.022,808,6331
Arlos,31017,99,9.517,0.982,0.889,509,6198
Artigue,31019,29,9.786,0.996,0.902,505,6195
Bagnères-de-Luchon,31042,2324,52.159,2.299,2.082,503,6193
Oô,31404,88,41.790,2.058,1.863,492,6186
Castelginest,31116,10199,8.191,0.911,0.825,574,6292
Ambès,33004,3143,24.765,1.584,1.434,417,6444
Castillon-de-Larboust,31123,54,27.904,1.681,1.522,498,6193
Fos,31190,240,18.295,1.361,1.232,513,6201
Launaguet,31282,8564,7.082,0.847,0.767,576,6288
Cabara,33078,515,3.438,0.590,0.534,450,6421
Anglade,33006,943,13.899,1.187,1.075,411,6466
Publier,74218,7072,8.975,0.954,0.864,974,6595
Artigues-près-Bordeaux,33013,8638,7.256,0.857,0.776,424,6422
Espiet,33157,778,6.777,0.829,0.751,443,6415
Grézillac,33194,695,7.782,0.888,0.804,448,6420
Magalas,34147,3313,20.876,1.454,1.316,720,6264
La Lande-de-Fronsac,33219,2351,8.547,0.931,0.843,435,6436
Montagnac,34162,4310,39.831,2.009,1.819,746,6264
Lormont,33249,23247,7.825,0.890,0.806,424,6426
Cazouls-d'Hérault,34068,403,4.372,0.666,0.603,736,6268
Lugaignac,33257,476,3.809,0.621,0.562,448,6417
Mouillac,33295,90,1.859,0.434,0.393,436,6440
Vanzy,74291,328,5.601,0.753,0.682,921,6552
Pujols,33344,544,7.400,0.866,0.784,461,6415
Saint-Androny,33370,558,36.242,1.916,1.735,409,6459
Fabrègues,34095,6914,31.976,1.800,1.630,763,6268
Saint-Aubin-de-Branne,33375,350,5.524,0.748,0.677,448,6417
Saint-André-de-Boëge,74226,546,12.563,1.128,1.021,963,6572
Saint-Michel-de-Rieufret,33452,748,18.955,1.386,1.255,423,6397
Saint-Vincent-de-Paul,33487,1011,13.885,1.186,1.074,425,6440
Saint-Pey-de-Castets,33460,623,11.111,1.061,0.961,457,6415
Saint-Quentin-de-Baron,33466,2398,8.848,0.947,0.857,443,6420
Saint-Selve,33474,2865,17.883,1.346,1.219,423,6405
Tarnès,33524,316,1.441,0.382,0.346,435,6436
Sainte-Terre,33485,1891,14.087,1.195,1.082,454,6418
Vendays-Montalivet,33540,2464,100.353,3.189,2.887,384,6477
Taillecavat,33520,312,9.515,0.982,0.889,475,6397
Vensac,33541,972,33.626,1.846,1.671,382,6488
Vérac,33542,921,8.603,0.934,0.846,439,6439
Autignac,34018,904,11.627,1.085,0.982,713,6269
Jonquières,34122,439,2.063,0.457,0.414,739,6285
Pézènes-les-Mines,34200,244,27.017,1.655,1.498,722,6280
Sceaux-du-Gâtinais,45303,637,31.742,1.793,1.623,669,6778
Lagamas,34125,111,4.512,0.676,0.612,744,6285
Vulbens,74314,1541,12.399,1.121,1.015,924,6562
Mourèze,34175,192,13.529,1.171,1.060,727,6282
Nizas,34184,666,8.653,0.936,0.847,735,6269
Thézan-lès-Béziers,34310,2971,13.617,1.175,1.064,712,6255
Pailhès,34191,564,5.991,0.779,0.705,716,6259
Usclas-d'Hérault,34315,393,2.809,0.533,0.483,739,6270
Puimisson,34223,1052,6.487,0.811,0.734,715,6261
Roujan,34237,2122,16.914,1.309,1.185,726,6265
Saint-André-de-Sangonis,34239,5855,19.641,1.411,1.278,741,6282
Saint-Guiraud,34262,207,6.076,0.785,0.711,738,6286
Capbreton,40065,8753,21.183,1.465,1.326,345,6294
Saint-Jean-de-Védas,34270,9539,13.160,1.155,1.046,769,6273
Saint-Pons-de-Mauchiens,34285,669,13.591,1.173,1.062,739,6270
Vailhan,34319,160,11.340,1.072,0.971,722,6271
Valmascle,34323,40,6.917,0.837,0.758,725,6276
Dax,40088,20891,19.702,1.413,1.279,376,6300
Vendargues,34327,6176,9.185,0.965,0.874,780,6284
Tarnos,40312,12363,26.947,1.652,1.496,343,6276
Acigné,35001,6645,30.223,1.750,1.584,360,6790
Noyal-sur-Vilaine,35207,5914,31.247,1.779,1.611,368,6787
Ciboure,64189,6297,7.449,0.869,0.787,324,6263
La Buisse,38061,3133,11.748,1.091,0.988,904,6472
Chuzelles,38110,2050,13.350,1.163,1.053,848,6498
Reventin-Vaugris,38336,1861,18.416,1.366,1.237,843,6485
Seyssuel,38487,1996,9.677,0.990,0.896,844,6500
Vielle-Saint-Girons,40326,1246,74.510,2.748,2.488,354,6320
Voreppe,38565,9356,28.939,1.712,1.550,907,6465
Mimizan,40184,6902,115.944,3.427,3.103,368,6346
Biarrotte,40042,269,4.956,0.709,0.642,355,6281
Biaudos,40044,884,15.589,1.257,1.138,350,6284
Mées,40179,1786,15.204,1.241,1.124,369,6296
Saint-Paul-lès-Dax,40279,13092,58.308,2.431,2.201,376,6301
Orx,40213,608,12.019,1.104,1.000,345,6289
Saint-Julien-en-Born,40266,1614,73.022,2.720,2.463,364,6337
Saubrigues,40292,1391,21.532,1.477,1.337,350,6285
Soorts-Hossegor,40304,3701,14.480,1.211,1.096,347,6296
Tosse,40317,2734,17.948,1.349,1.221,353,6297
Amilly,45004,12694,40.273,2.020,1.829,688,6767
Auxy,45018,977,20.268,1.433,1.297,664,6781
Yvoire,74315,981,3.143,0.564,0.511,956,6589
Boësses,45033,390,13.110,1.153,1.044,659,6781
Saint-Germain-des-Prés,45279,1916,26.415,1.636,1.481,686,6761
Bromeilles,45056,330,14.754,1.223,1.107,664,6791
Desmonts,45124,169,4.764,0.695,0.629,663,6790
Albas,46001,525,21.735,1.484,1.344,559,6372
Anglars-Juillac,46005,322,5.544,0.749,0.678,557,6377
Concorès,46072,323,19.071,1.390,1.259,570,6402
Cabrerets,46040,229,43.990,2.111,1.911,593,6377
Dégagnac,46087,656,37.889,1.959,1.774,568,6402
Caillac,46044,604,7.551,0.875,0.792,571,6379
Figeac,46102,9833,35.368,1.893,1.714,626,6390
Cazals,46066,626,10.546,1.034,0.936,556,6396
Crayssac,46080,769,15.112,1.237,1.120,565,6381
Frayssinet-le-Gélat,46114,355,23.220,1.534,1.389,550,6391
Gindou,46120,314,15.654,1.259,1.140,563,6389
Gorses,46125,322,35.890,1.907,1.727,620,6412
Bellefont-La Rauze,46156,1224,37.746,1.956,1.771,577,6379
Latronquière,46160,451,10.403,1.027,0.930,626,6414
Luzech,46182,1805,22.154,1.498,1.356,565,6381
Montcléra,46200,275,20.928,1.456,1.318,558,6390
Peyrilles,46219,370,28.552,1.701,1.540,575,6390
