"Année,""Commune"",""Secteur économique"",""Etablissements"",""Emplois"",""Emplois femmes"",""Emplois hommes"",""Equivalents plein temps"",""Equivalents plein temps femmes"",""Equivalents plein temps hommes"""
"2021,""2114 Villorsonnens"",""Secteur primaire"",45,122,30,92,93,17,76"
"2021,""2114 Villorsonnens"",""Secteur secondaire"",16,184,61,123,161,52,110"
"2021,""2114 Villorsonnens"",""Secteur tertiaire"",40,98,57,41,64,33,30"
"2021,""2115 Torny"",""Secteur économique - total"",55,136,47,89,92,23,69"
"2021,""2115 Torny"",""Secteur primaire"",21,67,X,X,47,X,X"
"2021,""2115 Torny"",""Secteur secondaire"",9,19,X,X,16,X,X"
"2021,""2115 Torny"",""Secteur tertiaire"",25,50,23,27,29,11,18"
"2021,""2117 Villaz"",""Secteur économique - total"",167,744,224,520,598,139,460"
"2021,""2117 Villaz"",""Secteur primaire"",40,96,24,72,70,14,56"
"2021,""2117 Villaz"",""Secteur secondaire"",29,267,47,220,244,35,209"
"2021,""2117 Villaz"",""Secteur tertiaire"",98,381,153,228,285,90,195"
"2021,""2121 Haut-Intyamon"",""Secteur économique - total"",121,389,145,244,284,78,205"
"2021,""2121 Haut-Intyamon"",""Secteur primaire"",29,82,22,60,55,9,46"
"2021,""2121 Haut-Intyamon"",""Secteur secondaire"",32,156,26,130,133,13,120"
"2021,""2121 Haut-Intyamon"",""Secteur tertiaire"",60,151,97,54,96,57,40"
"2021,""2122 Pont-en-Ogoz"",""Secteur économique - total"",122,436,179,257,325,111,213"
"2021,""2122 Pont-en-Ogoz"",""Secteur primaire"",18,55,14,41,40,8,32"
"2021,""2122 Pont-en-Ogoz"",""Secteur secondaire"",19,76,13,63,64,8,56"
"2021,""2122 Pont-en-Ogoz"",""Secteur tertiaire"",85,305,152,153,221,96,125"
"2021,""2123 Botterens"",""Secteur économique - total"",27,151,74,77,116,47,69"
"2021,""2123 Botterens"",""Secteur primaire"",X,14,X,X,8,X,X"
"2021,""2123 Botterens"",""Secteur secondaire"",X,109,50,59,90,33,56"
"2021,""2123 Botterens"",""Secteur tertiaire"",16,28,X,X,18,X,X"
"2021,""2124 Broc"",""Secteur économique - total"",133,989,525,464,744,342,402"
"2021,""2124 Broc"",""Secteur primaire"",4,14,X,X,10,X,X"
"2021,""2124 Broc"",""Secteur secondaire"",31,360,X,X,325,X,X"
"2021,""2124 Broc"",""Secteur tertiaire"",98,615,401,214,408,245,163"
"2021,""2125 Bulle"",""Secteur économique - total"",1785,16494,6993,9501,13203,4731,8472"
"2021,""2125 Bulle"",""Secteur primaire"",18,51,X,X,40,X,X"
"2021,""2125 Bulle"",""Secteur secondaire"",275,5371,X,X,5054,X,X"
"2021,""2125 Bulle"",""Secteur tertiaire"",1492,11072,6051,5021,8108,3975,4134"
"2021,""2128 Châtel-sur-Montsalvens"",""Secteur économique - total"",21,37,18,19,17,7,10"
"2021,""2128 Châtel-sur-Montsalvens"",""Secteur primaire"",X,X,X,X,X,X,X"
"2021,""2128 Châtel-sur-Montsalvens"",""Secteur secondaire"",X,X,X,X,X,X,X"
"2021,""2128 Châtel-sur-Montsalvens"",""Secteur tertiaire"",16,27,15,12,10,6,4"
"2021,""2129 Corbières"",""Secteur économique - total"",61,175,51,124,134,29,105"
"2021,""2129 Corbières"",""Secteur primaire"",11,30,11,19,20,6,14"
"2021,""2129 Corbières"",""Secteur secondaire"",11,77,8,69,70,5,65"
"2021,""2129 Corbières"",""Secteur tertiaire"",39,68,32,36,43,18,25"
"2021,""2130 Crésuz"",""Secteur économique - total"",24,45,25,20,29,12,16"
"2021,""2130 Crésuz"",""Secteur primaire"",X,X,X,X,X,X,X"
"2021,""2130 Crésuz"",""Secteur secondaire"",X,X,X,X,X,X,X"
"2021,""2130 Crésuz"",""Secteur tertiaire"",15,32,X,X,19,X,X"
"2021,""2131 Echarlens"",""Secteur économique - total"",48,139,64,75,97,36,60"
"2021,""2131 Echarlens"",""Secteur primaire"",10,31,X,X,20,X,X"
"2021,""2131 Echarlens"",""Secteur secondaire"",8,34,X,X,28,X,X"
"2021,""2131 Echarlens"",""Secteur tertiaire"",30,74,47,27,48,28,20"
"2021,""2134 Grandvillard"",""Secteur économique - total"",65,201,92,109,145,54,92"
"2021,""2134 Grandvillard"",""Secteur primaire"",12,43,10,33,33,5,28"
"2021,""2134 Grandvillard"",""Secteur secondaire"",14,47,16,31,36,10,26"
"2021,""2134 Grandvillard"",""Secteur tertiaire"",39,111,66,45,76,39,37"
"2021,""2135 Gruyères"",""Secteur économique - total"",174,1194,549,645,890,343,546"
"2021,""2135 Gruyères"",""Secteur primaire"",14,45,12,33,32,4,28"
"2021,""2135 Gruyères"",""Secteur secondaire"",35,433,121,312,388,92,297"
"2021,""2135 Gruyères"",""Secteur tertiaire"",125,716,416,300,469,247,222"
"2021,""2137 Hauteville"",""Secteur économique - total"",39,109,52,57,70,30,40"
"2021,""2137 Hauteville"",""Secteur primaire"",9,22,X,X,17,X,X"
"2021,""2137 Hauteville"",""Secteur secondaire"",8,28,X,X,19,X,X"
"2021,""2137 Hauteville"",""Secteur tertiaire"",22,59,34,25,35,19,15"
"2021,""2138 Jaun"",""Secteur économique - total"",74,252,97,155,174,46,129"
"2021,""2138 Jaun"",""Secteur primaire"",24,63,21,42,39,8,31"
"2021,""2138 Jaun"",""Secteur secondaire"",14,73,19,54,59,8,52"
"2021,""2138 Jaun"",""Secteur tertiaire"",36,116,57,59,76,30,46"
"2021,""2140 Marsens"",""Secteur économique - total"",110,980,596,384,733,411,322"
"2021,""2140 Marsens"",""Secteur primaire"",17,38,X,X,26,X,X"
"2021,""2140 Marsens"",""Secteur secondaire"",15,79,X,X,62,X,X"
"2021,""2140 Marsens"",""Secteur tertiaire"",78,863,568,295,644,397,248"
"2021,""2143 Morlon"",""Secteur économique - total"",26,134,77,57,90,44,47"
"2021,""2143 Morlon"",""Secteur primaire"",X,16,X,X,14,X,X"
"2021,""2143 Morlon"",""Secteur secondaire"",X,15,X,X,13,X,X"
"2021,""2143 Morlon"",""Secteur tertiaire"",18,103,71,32,64,41,23"
"2021,""2145 Le Pâquier (FR)"",""Secteur économique - total"",56,262,65,197,212,34,178"
"2021,""2145 Le Pâquier (FR)"",""Secteur primaire"",8,32,X,X,28,X,X"
"2021,""2145 Le Pâquier (FR)"",""Secteur secondaire"",7,138,X,X,132,X,X"
"2021,""2145 Le Pâquier (FR)"",""Secteur tertiaire"",41,92,52,40,52,27,25"
"2021,""2147 Pont-la-Ville"",""Secteur économique - total"",46,128,59,69,90,36,54"
"2021,""2147 Pont-la-Ville"",""Secteur primaire"",15,39,X,X,X,X,X"
"2021,""2147 Pont-la-Ville"",""Secteur secondaire"",5,7,X,X,X,X,X"
"2021,""2147 Pont-la-Ville"",""Secteur tertiaire"",26,82,46,36,58,30,28"
"2021,""2148 Riaz"",""Secteur économique - total"",159,1160,681,479,863,448,415"
"2021,""2148 Riaz"",""Secteur primaire"",12,38,X,X,26,X,X"
"2021,""2148 Riaz"",""Secteur secondaire"",24,144,X,X,122,X,X"
"2021,""2148 Riaz"",""Secteur tertiaire"",123,978,647,331,715,432,284"
"2021,""2149 La Roche"",""Secteur économique - total"",134,719,302,417,542,177,366"
"2021,""2149 La Roche"",""Secteur primaire"",34,85,24,61,63,13,51"
"2021,""2149 La Roche"",""Secteur secondaire"",19,279,54,225,246,30,216"
"2021,""2149 La Roche"",""Secteur tertiaire"",81,355,224,131,233,134,99"
"2021,""2152 Sâles"",""Secteur économique - total"",114,514,146,368,397,78,319"
"2021,""2152 Sâles"",""Secteur primaire"",46,143,37,106,113,23,90"
"2021,""2152 Sâles"",""Secteur secondaire"",23,208,25,183,190,15,174"
"2021,""2152 Sâles"",""Secteur tertiaire"",45,163,84,79,95,40,55"
"2021,""2153 Sorens"",""Secteur économique - total"",78,277,88,189,217,52,166"
"2021,""2153 Sorens"",""Secteur primaire"",23,66,17,49,48,8,40"
"2021,""2153 Sorens"",""Secteur secondaire"",14,119,24,95,109,18,90"
"2021,""2153 Sorens"",""Secteur tertiaire"",41,92,47,45,60,25,36"
"2021,""2155 Vaulruz"",""Secteur économique - total"",113,717,257,460,569,156,412"
"2021,""2155 Vaulruz"",""Secteur primaire"",23,62,17,45,44,5,39"
"2021,""2155 Vaulruz"",""Secteur secondaire"",19,209,28,181,191,18,173"
"2021,""2155 Vaulruz"",""Secteur tertiaire"",71,446,212,234,334,134,200"
"2021,""2160 Vuadens"",""Secteur économique - total"",162,1395,450,945,1161,297,863"
"2021,""2160 Vuadens"",""Secteur primaire"",25,69,20,49,53,10,43"
"2021,""2160 Vuadens"",""Secteur secondaire"",30,887,141,746,830,109,721"
"2021,""2160 Vuadens"",""Secteur tertiaire"",107,439,289,150,278,178,100"
"2021,""2162 Bas-Intyamon"",""Secteur économique - total"",98,764,261,503,648,180,468"
"2021,""2162 Bas-Intyamon"",""Secteur primaire"",18,51,X,X,41,X,X"
"2021,""2162 Bas-Intyamon"",""Secteur secondaire"",15,468,X,X,436,X,X"
"2021,""2162 Bas-Intyamon"",""Secteur tertiaire"",65,245,152,93,171,94,77"
"2021,""2163 Val-de-Charmey"",""Secteur économique - total"",224,1159,533,626,863,323,540"
"2021,""2163 Val-de-Charmey"",""Secteur primaire"",38,130,26,104,100,15,86"
"2021,""2163 Val-de-Charmey"",""Secteur secondaire"",50,274,56,218,235,29,206"
"2021,""2163 Val-de-Charmey"",""Secteur tertiaire"",136,755,451,304,527,278,249"
"2021,""2173 Autigny"",""Secteur économique - total"",56,133,56,77,88,28,60"
"2021,""2173 Autigny"",""Secteur primaire"",19,43,8,35,37,6,31"
"2021,""2173 Autigny"",""Secteur secondaire"",7,21,7,14,17,5,12"
"2021,""2173 Autigny"",""Secteur tertiaire"",30,69,41,28,33,17,17"
"2021,""2174 Avry"",""Secteur économique - total"",211,1335,763,572,1015,521,495"
"2021,""2174 Avry"",""Secteur primaire"",11,37,11,26,31,7,24"
"2021,""2174 Avry"",""Secteur secondaire"",28,205,30,175,179,21,158"
"2021,""2174 Avry"",""Secteur tertiaire"",172,1093,722,371,805,492,313"
"2021,""2175 Belfaux"",""Secteur économique - total"",189,910,291,619,658,163,495"
"2021,""2175 Belfaux"",""Secteur primaire"",22,65,16,49,46,7,40"
"2021,""2175 Belfaux"",""Secteur secondaire"",51,282,40,242,251,23,228"
"2021,""2175 Belfaux"",""Secteur tertiaire"",116,563,235,328,361,134,227"
"2021,""2177 Chénens"",""Secteur économique - total"",54,233,73,160,186,45,142"
"2021,""2177 Chénens"",""Secteur primaire"",6,13,X,X,7,X,X"
"2021,""2177 Chénens"",""Secteur secondaire"",13,114,X,X,104,X,X"
"2021,""2177 Chénens"",""Secteur tertiaire"",35,106,50,56,75,30,45"
"2021,""2183 Corminboeuf"",""Secteur économique - total"",169,1106,518,588,811,301,510"
"2021,""2183 Corminboeuf"",""Secteur primaire"",13,44,13,31,39,11,29"
"2021,""2183 Corminboeuf"",""Secteur secondaire"",29,168,22,146,148,11,137"
"2021,""2183 Corminboeuf"",""Secteur tertiaire"",127,894,483,411,624,279,345"
"2021,""2186 Cottens (FR)"",""Secteur économique - total"",72,390,255,135,256,149,106"
"2021,""2186 Cottens (FR)"",""Secteur primaire"",13,33,X,X,26,X,X"
"2021,""2186 Cottens (FR)"",""Secteur secondaire"",10,47,X,X,38,X,X"
"2021,""2186 Cottens (FR)"",""Secteur tertiaire"",49,310,235,75,192,140,52"
"2021,""2194 Ferpicloz"",""Secteur économique - total"",26,127,43,84,92,23,69"
"2021,""2194 Ferpicloz"",""Secteur primaire"",X,9,X,X,6,X,X"
"2021,""2194 Ferpicloz"",""Secteur secondaire"",X,60,X,X,51,X,X"
"2021,""2194 Ferpicloz"",""Secteur tertiaire"",19,58,21,37,35,11,24"
"2021,""2196 Fribourg"",""Secteur économique - total"",3742,33638,18460,15178,23506,11483,12023"
"2021,""2196 Fribourg"",""Secteur primaire"",5,21,7,14,19,7,12"
"2021,""2196 Fribourg"",""Secteur secondaire"",265,1970,444,1526,1735,302,1433"
"2021,""2196 Fribourg"",""Secteur tertiaire"",3472,31647,18009,13638,21752,11174,10577"
"2021,""2197 Givisiez"",""Secteur économique - total"",388,6107,2217,3890,5056,1535,3522"
"2021,""2197 Givisiez"",""Secteur primaire"",X,6,X,X,X,X,X"
"2021,""2197 Givisiez"",""Secteur secondaire"",X,1037,X,X,X,X,X"
"2021,""2197 Givisiez"",""Secteur tertiaire"",316,5064,2015,3049,4114,1392,2722"
"2021,""2198 Granges-Paccot"",""Secteur économique - total"",289,3697,1434,2263,2931,985,1946"
"2021,""2198 Granges-Paccot"",""Secteur primaire"",7,22,X,X,18,X,X"
"2021,""2198 Granges-Paccot"",""Secteur secondaire"",49,564,X,X,511,X,X"
"2021,""2198 Granges-Paccot"",""Secteur tertiaire"",233,3111,1320,1791,2403,902,1501"
"2021,""2200 Grolley"",""Secteur économique - total"",123,885,225,660,756,141,615"
"2021,""2200 Grolley"",""Secteur primaire"",12,31,9,22,21,5,17"
"2021,""2200 Grolley"",""Secteur secondaire"",32,272,33,239,246,17,229"
"2021,""2200 Grolley"",""Secteur tertiaire"",79,582,183,399,489,119,370"
"2021,""2206 Marly"",""Secteur économique - total"",466,2698,1275,1423,1935,784,1151"
"2021,""2206 Marly"",""Secteur primaire"",7,33,X,X,15,X,X"
"2021,""2206 Marly"",""Secteur secondaire"",73,576,X,X,510,X,X"
"2021,""2206 Marly"",""Secteur tertiaire"",386,2089,1148,941,1410,701,709"
"2021,""2208 Matran"",""Secteur économique - total"",125,1605,538,1067,1396,391,1005"
"2021,""2208 Matran"",""Secteur primaire"",X,7,X,X,6,X,X"
"2021,""2208 Matran"",""Secteur secondaire"",X,765,X,X,725,X,X"
"2021,""2208 Matran"",""Secteur tertiaire"",96,833,419,414,666,295,370"
"2021,""2211 Neyruz (FR)"",""Secteur économique - total"",102,306,169,137,217,102,115"
"2021,""2211 Neyruz (FR)"",""Secteur primaire"",5,12,X,X,8,X,X"
"2021,""2211 Neyruz (FR)"",""Secteur secondaire"",15,63,X,X,56,X,X"
"2021,""2211 Neyruz (FR)"",""Secteur tertiaire"",82,231,157,74,152,97,55"
"2021,""2216 Pierrafortscha"",""Secteur économique - total"",13,42,15,27,29,7,22"
"2021,""2216 Pierrafortscha"",""Secteur primaire"",7,25,9,16,17,5,12"
"2021,""2216 Pierrafortscha"",""Secteur secondaire"",X,11,X,X,X,X,X"
"2021,""2216 Pierrafortscha"",""Secteur tertiaire"",X,6,X,X,X,X,X"
"2021,""2217 Ponthaux"",""Secteur économique - total"",42,131,45,86,100,26,74"
"2021,""2217 Ponthaux"",""Secteur primaire"",11,32,X,X,24,X,X"
"2021,""2217 Ponthaux"",""Secteur secondaire"",8,28,X,X,24,X,X"
"2021,""2217 Ponthaux"",""Secteur tertiaire"",23,71,28,43,52,17,35"
"2021,""2220 Le Mouret"",""Secteur économique - total"",170,920,309,611,711,182,529"
"2021,""2220 Le Mouret"",""Secteur primaire"",33,82,25,57,56,12,43"
"2021,""2220 Le Mouret"",""Secteur secondaire"",32,232,39,193,203,24,179"
"2021,""2220 Le Mouret"",""Secteur tertiaire"",105,606,245,361,452,146,306"
"2021,""2226 Treyvaux"",""Secteur économique - total"",106,297,100,197,230,58,171"
"2021,""2226 Treyvaux"",""Secteur primaire"",30,73,20,53,56,13,44"
"2021,""2226 Treyvaux"",""Secteur secondaire"",21,70,11,59,62,7,56"
"2021,""2226 Treyvaux"",""Secteur tertiaire"",55,154,69,85,111,39,72"
"2021,""2228 Villars-sur-Glâne"",""Secteur économique - total"",711,10490,5839,4651,8427,4248,4179"
"2021,""2228 Villars-sur-Glâne"",""Secteur primaire"",X,12,X,X,7,X,X"
"2021,""2228 Villars-sur-Glâne"",""Secteur secondaire"",X,2273,X,X,2097,X,X"
"2021,""2228 Villars-sur-Glâne"",""Secteur tertiaire"",608,8205,5112,3093,6323,3643,2680"
"2021,""2230 Villarsel-sur-Marly"",""Secteur économique - total"",7,16,9,7,12,5,6"
"2021,""2230 Villarsel-sur-Marly"",""Secteur primaire"",X,12,X,X,X,X,X"
"2021,""2230 Villarsel-sur-Marly"",""Secteur secondaire"",0,0,0,0,0,0,0"
"2021,""2230 Villarsel-sur-Marly"",""Secteur tertiaire"",X,4,X,X,X,X,X"
"2021,""2233 Hauterive (FR)"",""Secteur économique - total"",173,1272,485,787,936,300,636"
"2021,""2233 Hauterive (FR)"",""Secteur primaire"",17,99,14,85,82,10,72"
"2021,""2233 Hauterive (FR)"",""Secteur secondaire"",42,277,36,241,242,22,220"
"2021,""2233 Hauterive (FR)"",""Secteur tertiaire"",114,896,435,461,612,267,345"
"2021,""2234 La Brillaz"",""Secteur économique - total"",75,233,110,123,164,63,100"
"2021,""2234 La Brillaz"",""Secteur primaire"",18,45,X,X,37,X,X"
"2021,""2234 La Brillaz"",""Secteur secondaire"",10,24,X,X,22,X,X"
"2021,""2234 La Brillaz"",""Secteur tertiaire"",47,164,94,70,104,53,51"
"2021,""2235 La Sonnaz"",""Secteur économique - total"",65,231,93,138,157,46,111"
"2021,""2235 La Sonnaz"",""Secteur primaire"",16,53,13,40,42,7,35"
"2021,""2235 La Sonnaz"",""Secteur secondaire"",6,49,8,41,43,5,38"
"2021,""2235 La Sonnaz"",""Secteur tertiaire"",43,129,72,57,72,35,37"
"2021,""2236 Gibloux"",""Secteur économique - total"",507,2961,1144,1817,2314,691,1623"
"2021,""2236 Gibloux"",""Secteur primaire"",68,174,44,130,129,21,107"
"2021,""2236 Gibloux"",""Secteur secondaire"",110,1000,180,820,905,118,787"
"2021,""2236 Gibloux"",""Secteur tertiaire"",329,1787,920,867,1280,551,728"
"2021,""2237 Prez"",""Secteur économique - total"",132,461,228,233,308,120,188"
"2021,""2237 Prez"",""Secteur primaire"",32,102,29,73,77,16,62"
"2021,""2237 Prez"",""Secteur secondaire"",21,95,35,60,69,13,55"
"2021,""2237 Prez"",""Secteur tertiaire"",79,264,164,100,163,91,71"
"2021,""2238 Bois-d'Amont"",""Secteur économique - total"",142,372,163,209,261,88,173"
"2021,""2238 Bois-d'Amont"",""Secteur primaire"",26,87,21,66,69,11,58"
"2021,""2238 Bois-d'Amont"",""Secteur secondaire"",23,82,18,64,65,10,55"
"2021,""2238 Bois-d'Amont"",""Secteur tertiaire"",93,203,124,79,126,66,60"
"2021,""2250 Courgevaux"",""Secteur économique - total"",99,553,201,352,432,130,302"
"2021,""2250 Courgevaux"",""Secteur primaire"",7,12,X,X,7,X,X"
"2021,""2250 Courgevaux"",""Secteur secondaire"",30,162,X,X,137,X,X"
"2021,""2250 Courgevaux"",""Secteur tertiaire"",62,379,162,217,288,105,183"
"2021,""2254 Courtepin"",""Secteur économique - total"",260,2649,921,1728,2275,675,1600"
"2021,""2254 Courtepin"",""Secteur primaire"",42,113,39,74,79,20,60"
"2021,""2254 Courtepin"",""Secteur secondaire"",33,1607,372,1235,1553,333,1220"
"2021,""2254 Courtepin"",""Secteur tertiaire"",185,929,510,419,643,322,321"
"2021,""2257 Cressier (FR)"",""Secteur économique - total"",62,638,284,354,567,236,330"
"2021,""2257 Cressier (FR)"",""Secteur primaire"",8,45,12,33,29,5,24"
"2021,""2257 Cressier (FR)"",""Secteur secondaire"",17,468,199,269,442,181,262"
"2021,""2257 Cressier (FR)"",""Secteur tertiaire"",37,125,73,52,95,51,45"
"2021,""2258 Fräschels"",""Secteur économique - total"",36,105,47,58,71,24,46"
"2021,""2258 Fräschels"",""Secteur primaire"",10,38,X,X,29,X,X"
"2021,""2258 Fräschels"",""Secteur secondaire"",6,16,X,X,11,X,X"
"2021,""2258 Fräschels"",""Secteur tertiaire"",20,51,29,22,30,14,16"
"2021,""2259 Galmiz"",""Secteur économique - total"",41,216,94,122,179,69,109"
"2021,""2259 Galmiz"",""Secteur primaire"",14,141,59,82,123,49,74"
"2021,""2259 Galmiz"",""Secteur secondaire"",7,22,9,13,18,6,12"
"2021,""2259 Galmiz"",""Secteur tertiaire"",20,53,26,27,38,15,23"
"2021,""2260 Gempenach"",""Secteur économique - total"",20,157,58,99,118,35,83"
"2021,""2260 Gempenach"",""Secteur primaire"",X,120,47,73,89,29,60"
"2021,""2260 Gempenach"",""Secteur secondaire"",X,16,X,X,14,X,X"
"2021,""2260 Gempenach"",""Secteur tertiaire"",10,21,X,X,15,X,X"
"2021,""2261 Greng"",""Secteur économique - total"",26,56,24,32,37,10,26"
"2021,""2261 Greng"",""Secteur primaire"",X,11,X,X,9,X,X"
"2021,""2261 Greng"",""Secteur secondaire"",0,0,0,0,0,0,0"
"2021,""2261 Greng"",""Secteur tertiaire"",X,45,X,X,27,X,X"
"2021,""2262 Gurmels"",""Secteur économique - total"",215,879,420,459,608,229,380"
"2021,""2262 Gurmels"",""Secteur primaire"",43,143,45,98,91,17,74"
"2021,""2262 Gurmels"",""Secteur secondaire"",42,240,47,193,207,26,181"
"2021,""2262 Gurmels"",""Secteur tertiaire"",130,496,328,168,311,186,125"
"2021,""2265 Kerzers"",""Secteur économique - total"",354,2660,1100,1560,2067,704,1363"
"2021,""2265 Kerzers"",""Secteur primaire"",31,245,74,171,185,48,137"
"2021,""2265 Kerzers"",""Secteur secondaire"",67,607,215,392,529,163,367"
"2021,""2265 Kerzers"",""Secteur tertiaire"",256,1808,811,997,1352,493,859"
"2021,""2266 Kleinbösingen"",""Secteur économique - total"",45,121,44,77,77,18,59"
"2021,""2266 Kleinbösingen"",""Secteur primaire"",10,25,X,X,14,X,X"
"2021,""2266 Kleinbösingen"",""Secteur secondaire"",11,27,X,X,22,X,X"
"2021,""2266 Kleinbösingen"",""Secteur tertiaire"",24,69,31,38,41,13,28"
"2021,""2271 Meyriez"",""Secteur économique - total"",38,294,216,78,214,153,61"
"2021,""2271 Meyriez"",""Secteur primaire"",0,0,0,0,0,0,0"
"2021,""2271 Meyriez"",""Secteur secondaire"",X,4,X,X,X,X,X"
"2021,""2271 Meyriez"",""Secteur tertiaire"",X,290,X,X,X,X,X"
"2021,""2272 Misery-Courtion"",""Secteur économique - total"",112,475,233,242,323,133,189"
"2021,""2272 Misery-Courtion"",""Secteur primaire"",29,95,28,67,68,15,53"
"2021,""2272 Misery-Courtion"",""Secteur secondaire"",21,105,22,83,86,13,73"
"2021,""2272 Misery-Courtion"",""Secteur tertiaire"",62,275,183,92,168,105,63"
"2021,""2274 Muntelier"",""Secteur économique - total"",62,493,226,267,357,142,216"
"2021,""2274 Muntelier"",""Secteur primaire"",X,7,X,X,X,X,X"
"2021,""2274 Muntelier"",""Secteur secondaire"",X,159,X,X,X,X,X"
"2021,""2274 Muntelier"",""Secteur tertiaire"",52,327,162,165,210,88,122"
"2021,""2275 Murten"",""Secteur économique - total"",759,5029,2608,2421,3729,1650,2079"
"2021,""2275 Murten"",""Secteur primaire"",66,196,72,124,117,31,86"
"2021,""2275 Murten"",""Secteur secondaire"",90,1526,401,1125,1369,307,1062"
"2021,""2275 Murten"",""Secteur tertiaire"",603,3307,2135,1172,2242,1311,931"
"2021,""2276 Ried bei Kerzers"",""Secteur économique - total"",90,867,285,582,730,198,532"
"2021,""2276 Ried bei Kerzers"",""Secteur primaire"",32,403,123,280,350,92,258"
"2021,""2276 Ried bei Kerzers"",""Secteur secondaire"",17,183,31,152,165,19,146"
"2021,""2276 Ried bei Kerzers"",""Secteur tertiaire"",41,281,131,150,214,87,127"
"2021,""2278 Ulmiz"",""Secteur économique - total"",38,169,102,67,116,68,48"
"2021,""2278 Ulmiz"",""Secteur primaire"",9,29,X,X,16,X,X"
"2021,""2278 Ulmiz"",""Secteur secondaire"",5,5,X,X,4,X,X"
"2021,""2278 Ulmiz"",""Secteur tertiaire"",24,135,90,45,96,61,35"
"2021,""2284 Mont-Vully"",""Secteur économique - total"",267,1224,550,674,922,346,576"
