,NOM_COM,INSEE_COM,x,y
477,Potelières,30204,798072.170740576,6347972.46276575
478,Molières-sur-Cèze,30171,791657.652302047,6352035.34964741
479,Saint-Florent-sur-Auzonnet,30253,788391.302743955,6349366.98295935
480,Meyrannes,30167,792522.509025596,6353845.06553669
481,Aguessac,12002,705513.388924479,6340236.37773431
482,Saint-Pierre-des-Tripiers,48176,721581.582642645,6347342.97818699
483,Les Salces,48187,710822.338775638,6384660.63047768
484,Saint-Saturnin,48181,715641.481559284,6367383.06350651
485,Lapanouse-de-Cernon,12122,707715.844053427,6323000.86024674
486,Massegros Causses Gorges,48094,716803.696103458,6356375.96975521
487,La Bastide-Pradines,12022,704493.134038821,6323479.94472994
488,Saint-Bonnet-de-Chirac,48138,722078.635376483,6378355.52117587
489,Palhers,48107,724455.776357463,6380295.96202132
490,La Cresse,12086,712563.856221023,6340973.17635021
491,Paulhe,12178,708929.273612968,6338830.14501128
492,Verrières,12291,704075.752488817,6346404.33515098
493,Crespinet,81073,643457.819798091,6317544.41016302
494,Lédas-et-Penthiès,81141,650646.402042265,6331245.38180309
495,Anglars-Saint-Félix,12008,639365.834810962,6368857.19636316
496,Saint-Sernin-lès-Lavaur,81270,616946.926633122,6272144.20714346
497,Le Vintrou,81321,657418.638167445,6270397.84559971
498,Aiguefonde,81002,645244.225374328,6266192.88443428
499,Belcastel,12024,646667.745173604,6366335.35117842
500,Noailhac,81196,647829.648963648,6275404.39736667
501,Saint-Marcel-Campes,81262,620068.23710927,6332179.3331179
502,Massaguel,81160,633344.473636209,6264450.34972784
503,Dourgne,81081,630574.740205982,6264412.37359171
504,Saint-Félix-de-Sorgues,12222,698899.690082722,6309280.49683725
505,Cassagnoles,34054,667742.713237157,6255410.86448878
506,Labastide-Saint-Georges,81116,606876.126343659,6289625.35752946
507,Valady,12288,655598.333869451,6372183.79877688
508,Saint-Salvy-de-la-Balme,81269,649840.283183885,6279393.29188999
509,Aussillon,81021,647848.121428172,6266327.48037692
510,Albine,81005,661728.808346811,6260683.07457632
511,Sorèze,81288,625512.452618721,6260672.35742391
512,Verdalle,81312,633682.376983946,6266697.85511937
513,Blan,81032,620948.564747555,6269450.97628993
514,Jonquières,81109,630907.478720384,6284787.29613007
515,Guitalens-L'Albarède,81132,622819.878970939,6282556.36700357
516,Puycalvel,81216,625118.640785271,6287592.54643922
517,Cuq-Toulza,81076,610040.679909094,6274369.05204852
518,Viviers-lès-Lavaur,81324,602398.430568257,6282066.68185551
519,Arfons,81016,634328.089545708,6258691.8076604
520,Bertre,81030,614647.21962537,6279062.45768077
521,Soual,81289,629588.08340199,6272788.16371947
522,Puéchoursi,81214,611585.420770514,6268968.71029043
523,Serviès,81286,621916.767320898,6285581.22787672
524,Aguts,81001,613064.684502789,6270903.06412846
525,Montgey,81179,614645.75398235,6268389.87204469
526,Cambounet-sur-le-Sor,81054,628907.031923553,6275797.63914225
527,Poudis,81210,617595.4741897,6269994.26288135
528,Navès,81195,636862.209743653,6274269.49532882
529,Escoussens,81084,637608.471891998,6265156.95368224
530,Villeneuve-lès-Lavaur,81318,601763.632217348,6278643.39960528
531,Laboulbène,81118,635737.396530619,6285536.00401793
532,Lacroisille,81127,613440.315943591,6276312.25908601
533,Viviers-lès-Montagnes,81325,633378.629698359,6272675.94935642
534,Massac-Séran,81159,608280.116399103,6286132.16392993
535,Saint-Paul-Cap-de-Joux,81266,618421.567047405,6282326.9185515
536,Pratviel,81213,610000.683925279,6282847.11775727
537,Palleville,81200,618708.392395233,6267704.39719283
538,Lescout,81143,627689.570211094,6270906.21487121
539,Cuq,81075,626296.980781069,6284244.62223821
540,Saint-Amancet,81237,627853.415232623,6263080.92251468
541,Saint-Germier,81252,637895.462572965,6286691.79222716
542,Veilhes,81310,604516.066557708,6280537.81707161
543,Cahuzac,81049,625619.116460171,6264583.79863333
544,Vielmur-sur-Agout,81315,627343.412612441,6281366.91949259
545,Lempaut,81142,624591.227043348,6269972.72575362
546,Magrin,81151,612840.499964671,6280160.55943857
547,Lagardiolle,81129,626631.817537461,6267160.85466797
548,Saint-Affrique-les-Montagnes,81235,635433.915897838,6270331.41024434
549,Burlats,81042,645896.49052491,6282000.19781588
550,Labruguière,81120,640693.506632567,6268059.54804121
551,Maurens-Scopont,81162,604184.633664628,6278214.95334693
552,Durfort,81083,624916.702345109,6259652.40695554
553,Puylaurens,81219,620579.693025949,6276457.20453116
554,Marzens,81157,606628.697627995,6284646.13045119
555,Payrin-Augmontel,81204,647022.424127513,6271321.25346434
556,Roquevidal,81229,608019.883346465,6281073.11827327
557,Saint-Amans-Soult,81238,657666.874018154,6262995.29288794
558,Cambon-lès-Lavaur,81050,606930.646927983,6277628.08618424
559,Mouzens,81189,610211.899305423,6270975.65410049
560,Carbes,81058,631592.541141394,6282182.94909176
561,Appelle,81015,615494.184361203,6276285.50242046
562,Roquecourbe,81227,641712.131248724,6286261.24689171
563,Saint-Avit,81242,628645.300266494,6268925.07333025
564,Prades,81212,616915.294106047,6279675.48195014
565,Péchaudier,81205,614806.145780692,6272342.35189591
566,Belleserre,81027,623924.163829597,6266098.78612391
567,Saint-Germain-des-Prés,81251,625458.768838305,6274158.30271903
568,Viterbe,81323,612586.757663336,6287140.66687853
569,Morlhon-le-Haut,12159,626766.554695187,6358495.23774109
570,Lagarrigue,81130,642212.025967187,6275570.79425054
571,Saint-Jean-de-Vals,81256,640083.003342128,6287911.05363302
572,Sémalens,81281,627996.253085757,6278177.90859191
573,Damiatte,81078,618121.607674798,6287342.69543672
574,Fréjeville,81098,631103.697453199,6279229.61306678
575,Lacougotte-Cadoul,81126,604886.603244598,6283210.90663656
576,Lautrec,81139,629858.805086404,6289966.27612514
577,Garrevaques,81100,617775.392825977,6266461.31613416
578,Algans,81006,610467.950908493,6278503.34800344
579,Saïx,81273,633037.000888592,6276451.01390908
580,Vénès,81311,635147.879274656,6293465.96065267
581,Montpinier,81181,634725.309658145,6287013.96474432
582,Castres,81065,638493.061349972,6279915.61016371
583,Réalmont,81222,634792.11134888,6298174.27190775
584,Lavaur,81140,602801.129233709,6288591.59373276
585,Giroussens,81104,603070.341321146,6297520.03089189
586,Saint-Genest-de-Contest,81250,631268.149584888,6296254.65169582
587,Laboutarie,81119,628632.197511548,6299210.62458168
588,Fiac,81092,612126.972906217,6289475.40508998
589,Missècle,81169,618282.672868703,6291871.42422812
590,Cabanès,81044,615388.343739288,6291365.6934005
591,Graulhet,81105,619561.686009835,6295953.88964511
592,Peyregoux,81207,635137.750294582,6289453.69097717
593,Montfa,81177,637924.525679458,6289281.19084342
594,Saint-Gauzens,81248,609907.256750579,6294277.7987012
595,Saint-Jean-de-Rives,81255,600655.301046859,6293617.2584497
596,Puybegon,81215,611130.299189646,6298560.05604539
597,Ambres,81011,605839.23996203,6292874.29731251
598,Briatexte,81039,613272.597137843,6294872.69060583
599,Saint-Julien-du-Puy,81258,625945.314827283,6295184.9546263
600,Moulayrès,81187,621384.383679155,6289942.00901308
601,Busque,81043,615315.420435801,6299017.6809369
602,Brousse,81040,624405.798981816,6291694.74617196
603,Montdragon,81174,627129.153129587,6297796.07865492
604,Fayet,12099,698187.179614388,6300469.97934642
605,Le Rialet,81223,657222.797101208,6273562.11777503
606,Espérausses,81086,661722.006719184,6289155.37225519
607,Arifat,81017,647932.90410907,6297621.44497885
608,Mazamet,81163,650509.42273417,6262267.72391119
609,Cambounès,81053,654692.851679133,6277040.65955968
610,Saint-Amans-Valtoret,81239,659620.684157061,6267626.09406251
611,Saint-Pierre-de-Trivisy,81267,655403.455580769,6295176.17796447
612,Gijounet,81103,668299.262379092,6290049.24041182
613,Vabre,81305,653483.586393589,6289785.6969645
614,Le Bez,81031,655827.84037074,6280509.62785502
615,Bout-du-Pont-de-Larn,81036,653811.239540343,6267109.50253501
616,Caucalières,81066,644306.928945968,6271418.66815579
617,Brassac,81037,660565.8072037,6279347.34498517
618,Boissezon,81034,651977.558474242,6274990.73777304
619,Valdurenque,81307,644297.774018961,6275019.89129892
620,Fontrieu,81062,662167.670965211,6284502.07998827
621,Compolibat,12071,635213.459097649,6364787.92171966
622,Montredon-Labessonnié,81182,645342.502000005,6291948.63751086
623,Pont-de-Larn,81209,652237.999637774,6270375.50968097
624,Lacrouzette,81128,648504.732465018,6285018.81770566
625,Lasfaillades,81137,659606.255879543,6273924.59200288
626,Fauch,81088,640359.616850317,6304754.58803035
627,Prémian,34219,685661.539582289,6271126.44652298
628,Lacaze,81125,660430.360659504,6293887.11125249
629,Peux-et-Couffouleux,12179,690403.246313209,6296076.72456431
630,Plaisance,12183,664881.931288983,6314639.26416722
631,Meljac,12144,654788.536105969,6337357.69745298
632,Brusque,12039,695849.854034173,6296185.35337099
633,Viane,81314,666710.563936463,6294249.3201755
634,Senaux,81282,669050.18380483,6296379.27519802
635,Lamontélarié,81134,668372.728115209,6280257.2126054
636,La Salvetat-sur-Agout,34293,674739.101321371,6278149.91931305
637,Rosis,34235,699332.884320057,6280994.6360322
638,Le Soulié,34305,674925.886304084,6271608.69654397
639,Lacaune,81124,674878.544985457,6288758.1798742
640,Saint-Martin-de-l'Arçon,34273,698774.675106156,6275721.63436447
641,Fraisse-sur-Agout,34107,683606.938987284,6277088.53883321
642,Murasson,12163,680916.340922168,6295821.55915275
643,Mons,34160,696975.128527526,6274507.26790686
644,Escroux,81085,671166.896865329,6295495.11420542
645,Nages,81193,681514.362243985,6284048.69745524
646,Castanet-le-Haut,34055,696359.525699586,6286069.95236311
647,Berlats,81028,664705.268499947,6288947.96247002
648,Murat-sur-Vèbre,81192,688754.838596584,6288286.08973495
649,Barre,81023,685123.035393519,6293816.17282838
650,Cambon-et-Salvergues,34046,691140.822465981,6280724.8772953
651,Anglès,81014,666255.599704925,6272495.66499418
652,Saint-Julien,34271,692096.173105727,6276225.08354896
653,Rouairoux,81231,664944.347379056,6266330.84470376
654,Pardailhan,34193,686812.224332181,6260664.67602057
655,Le Truel,12284,679778.260367772,6328348.91669689
656,Flagnac,12101,641650.597173364,6388528.91156172
657,Labastide-Rouairoux,81115,670532.339191941,6264956.1396775
658,Berlou,34030,695958.271296977,6266625.79359923
659,Quarante,34226,698428.825105215,6250193.54763989
660,Cesseras,34075,676001.344518526,6248071.66628908
661,Babeau-Bouldoux,34021,691334.12063658,6259903.86907464
662,Saint-Étienne-d'Albagnan,34250,689132.526143292,6269966.90460608
663,Agel,34004,688117.846678234,6249879.36464513
664,Rieussec,34228,678301.92923928,6258107.20598709
665,Minerve,34158,677398.90572381,6251615.24115205
666,Riols,34229,683641.419950039,6266979.689456
667,La Caunette,34059,682742.490324054,6252057.00317748
668,Prades-sur-Vernazobre,34218,698123.46191027,6262117.7917019
669,Olonzac,34189,678621.231326389,6242511.7459868
670,Siran,34302,672670.539363261,6247942.52765151
671,Creissan,34089,700039.148912131,6253058.17186831
672,Vélieux,34326,679278.012084555,6254588.52510958
673,Beaufort,34026,681153.602420109,6245029.59734706
674,Oupia,34190,681773.910909074,6243297.83450152
675,Roquebrun,34232,700871.773358399,6267396.498842
676,Ferrals-les-Montagnes,34098,670996.607196539,6257861.62861131
677,Boisset,34034,674917.719292558,6255879.09130782
678,Aigne,34006,683182.84263245,6247453.06692411
679,Aigues-Vives,34007,685828.600477023,6249875.71480582
680,Villespassans,34339,692814.170680368,6253679.72057037
681,Verreries-de-Moussans,34331,674026.687822052,6261156.01367177
682,Saint-Chinian,34245,694478.118443347,6258012.62523189
683,Félines-Minervois,34097,666134.425425694,6250616.3888451
684,La Livinière,34141,670229.208448799,6248795.14894301
685,Saint-Pons-de-Thomières,34284,679652.853838557,6264426.95844839
686,Azillanet,34020,679346.273392732,6247220.33357548
687,Ferrières-Poussarou,34100,692183.689382226,6264905.62670389
688,Assignan,34015,690815.031534471,6255687.24727514
689,Prévinquières,12190,639748.253545238,6363269.73132412
690,Montouliers,34170,692412.706963693,6248453.72778783
691,Cébazan,34070,699050.777965832,6256263.70065297
692,Cruzy,34092,694692.417032535,6250314.22605155
693,Sauveterre,81278,664370.147073747,6261617.46823058
694,Saint-Jean-de-Minervois,34269,685222.82572888,6255687.73621228
695,Lanuéjouls,12121,633234.712657302,6369714.27557899
696,Saint-Rémy,12242,623672.958970322,6366740.16659932
697,Martiel,12140,613399.426085982,6365302.67094463
698,Sanvensa,12259,623386.635709109,6354402.75141987
699,Rieupeyroux,12198,638526.555081146,6356864.09011266
700,Monteils,12150,619211.36705927,6352337.94145201
701,Toulonjac,12281,620291.088924484,6365167.03833891
702,Sainte-Croix,12217,617846.758854316,6368878.81872549
703,La Capelle-Bleys,12054,634495.391668783,6356406.1990046
704,Brandonnet,12034,631301.503121232,6365244.68817413
705,Le Bas Ségala,12021,630916.710800369,6357106.90764403
706,Colombiès,12068,646388.977659825,6360723.71716439
707,Villefranche-de-Rouergue,12300,622755.72905718,6361678.5280035
708,Rignac,12199,643676.336552582,6367457.16927176
709,La Rouquette,12205,618197.969404709,6357299.89710897
710,Castanet,12059,644787.874596041,6355107.90758229
711,Boussac,12032,650299.45053692,6355402.15866687
712,Maleville,12136,628594.953908358,6367149.72516156
713,Savignac,12263,616989.561860998,6362907.61965323
714,Vailhourles,12287,612999.796987672,6357184.99171246
715,Soulages-Bonneval,12273,682149.483262365,6397565.59345867
716,Sénergues,12268,657396.344365083,6389765.94481497
717,Florentin-la-Capelle,12103,671810.666587662,6393413.15849791
718,Roussennac,12206,640609.443930727,6372313.52627835
719,Entraygues-sur-Truyère,12094,666578.145833919,6395138.30100079
720,Le Nayrac,12172,673790.19397218,6389646.89268691
721,Campouriez,12048,669040.473181174,6398031.48665114
722,Curières,12088,691434.883623349,6394494.42408153
723,Vaureilles,12290,635259.069437545,6373006.0473164
724,Golinhac,12110,667235.305836386,6388586.94531073
725,Le Fel,12093,661761.472276547,6396853.11245514
726,Laguiole,12119,689490.712337174,6399472.11063759
727,Le Cayrol,12064,682838.235445843,6387416.57657578
728,Espeyrac,12097,661905.760146314,6391231.79797675
729,Montpeyroux,12156,682771.366395915,6392914.3037115
730,Saint-Amans-des-Cots,12209,675515.184802761,6398727.7680471
731,Condom-d'Aubrac,12074,690600.145500061,6389644.64193861
732,Salvagnac-Cajarc,12256,610228.494584287,6373480.45896718
733,Bouillac,12030,634425.805035948,6386356.5217662
734,Lugan,12134,640823.309366185,6376338.64703974
735,Peyrusse-le-Roc,12181,631192.326604013,6378460.28071727
736,Saint-Jean-Delnous,12230,659315.02856283,6327056.79170957
737,Capdenac-Gare,12052,626053.011024338,6385005.74964796
738,Saint-Santin,12246,641110.104430676,6394102.25984841
739,Decazeville,12089,640671.668497622,6385587.42472322
740,Boisse-Penchot,12028,637411.507793649,6387215.44060847
741,Almont-les-Junies,12004,645286.626097963,6389305.67991531
742,Livinhac-le-Haut,12130,637819.978892968,6388962.50128167
743,Montbazens,12148,637392.995528269,6375615.40144845
744,Montsalès,12158,618564.325669386,6376821.7671081
745,Foissac,12104,621182.675521055,6379071.14002284
746,Saint-Igest,12227,627615.699864511,6372263.72524914
747,Valzergues,12289,638089.32943468,6378811.12356797
748,Galgan,12108,634794.419053359,6378609.08928457
749,Auzits,12016,646110.213232405,6378082.34630282
750,Salles-Courbatiès,12252,627265.271338225,6376203.37569478
751,Asprières,12012,631570.833336648,6384382.5477454
752,Sonnac,12272,629722.05989998,6382402.96167968
753,Escandolières,12095,648296.664477612,6374947.62738607
754,Balaguier-d'Olt,12018,618726.211432149,6380467.4208471
755,Bournazel,12031,644523.625857591,6373739.5916198
756,Causse-et-Diège,12257,623249.801506037,6381533.77947913
757,Drulhe,12091,631157.928891343,6373306.18388622
758,Villeneuve,12301,622691.275628438,6372539.77687004
759,Viviez,12305,638131.030442406,6384424.25720808
760,Aubin,12013,640910.541355639,6381719.10386673
761,Naussac,12170,628212.558586468,6379105.08792374
762,Ols-et-Rinhodes,12175,616259.106575002,6374149.67357579
763,Firmi,12100,646404.542537948,6383360.78532
764,Ambeyrac,12007,615366.652704063,6377790.48908189
765,Saujac,12261,612655.188481673,6376105.52058505
766,Les Albres,12003,634850.115679832,6382694.63688576
767,La Capelle-Balaguier,12053,614495.794335956,6371712.48025725
768,Cransac,12083,643349.808180036,6380227.86902981
769,Goutrens,12111,649553.762433622,6371285.86124385
770,Réquista,12197,663852.570578032,6325975.81202769
771,Cambon,81052,637596.831039954,6312798.47248832
772,Curvalle,81077,660462.774075969,6312599.4919039
773,Moularès,81186,642757.298645747,6331149.61041336
774,Miolles,81167,663935.44141445,6308869.23231534
775,Villefranche-d'Albigeois,81317,645595.580123537,6310568.37235879
776,Mont-Roc,81183,649796.214664499,6300977.30906161
777,Tauriac-de-Naucelle,12276,645886.793527266,6338717.99964742
778,Valderiès,81306,638399.955230856,6324703.97005028
779,Crespin,81072,644363.617823959,6327768.75084617
780,Bellegarde-Marsal,81026,642205.808633102,6313085.24642423
781,Dénat,81079,635881.29468721,6304858.59578953
782,Rullac-Saint-Cirq,12207,658184.682611699,6335693.91662299
783,Camboulazet,12045,655795.627634167,6347247.91672462
784,Trébas,81303,658925.832520092,6317454.21579807
785,Cabanès,12041,643504.827281267,6343808.23935104
786,La Bastide-Solages,12023,661817.354596784,6316899.38909345
787,Tanus,81292,644449.03882076,6334619.31146938
788,Tayrac,12278,639494.09218598,6345241.29961486
789,Sauveterre-de-Rouergue,12262,645284.936777556,6350029.400236
790,Mouzieys-Teulet,81190,641534.560084619,6309048.63297641
791,Padiès,81199,649112.274426596,6327536.70523954
792,Saint-Julien-Gaulène,81259,647193.225691841,6322165.70666646
793,Arthès,81018,637876.412595366,6318653.64862276
794,Paulinet,81203,654888.939902538,6305544.0831266
795,Andouque,81013,644084.34419668,6323478.31203316
796,Sainte-Gemme,81249,635640.590810776,6332502.69353133
797,Balaguier-sur-Rance,12019,665973.300998861,6310864.75350874
798,Centrès,12065,655268.12267643,6341119.62267713
799,Pierrefiche,12182,693744.268626706,6370528.14479864
800,Le Masnau-Massuguiès,81158,662921.207716136,6301247.32642594
801,Saint-Michel-Labadié,81264,654091.288053355,6323255.50281619
802,Rayssac,81221,653666.095713282,6300735.40551404
803,Fréjairolles,81097,638102.079527684,6309136.46215557
804,La Salvetat-Peyralès,12258,635806.85745005,6347231.7169268
805,Gramond,12113,649512.020518273,6351817.08331648
806,Cunac,81074,637829.806817598,6314558.92935438
807,Lédergues,12127,655148.294627833,6331408.3929437
808,Lacapelle-Pinet,81122,648305.005210445,6330066.04834255
809,Cadix,81047,657493.81980806,6319845.90480357
810,Ambialet,81010,649868.229737063,6314377.03035926
811,Le Fraysse,81096,653155.462538188,6312223.51503918
812,Le Dourn,81082,657597.531254407,6324216.88515676
813,Saint-Cirgue,81247,649535.217742739,6319266.43471537
814,Assac,81019,654602.951053479,6320104.37097329
815,Crespin,12085,640521.989933134,6339692.51753989
816,Castelmary,12060,639629.223938578,6341770.3350412
817,Courris,81071,651995.167334376,6317643.27219037
818,Rosières,81230,635684.228562093,6327235.55736431
819,Quins,12194,650398.820596947,6348059.12484055
820,Massals,81161,661492.016253744,6306707.15451691
821,Cassagnes-Bégonhès,12057,661191.409630287,6342326.94264995
822,Saint-Georges-de-Luzençon,12225,698956.247511778,6328631.18541486
823,Tréban,81302,647549.973298859,6332707.38350325
824,Naucelle,12169,647592.567550031,6343669.98615781
825,Saint-Just-sur-Viaur,12235,650332.445374032,6335848.79458669
826,Manhac,12137,658347.765029815,6351438.08339104
827,La Selve,12267,662870.99037131,6334210.10397795
828,Saint-André,81240,656500.420885468,6314974.4962546
829,Teillet,81295,647406.99793095,6305264.26891984
830,Sérénac,81285,646047.71301362,6318067.11104266
831,Pradinas,12189,641579.705334862,6350082.72760131
832,Faussergues,81089,654396.907704237,6327003.12000819
833,Alban,81003,656312.682210846,6309663.66303027
834,Saint-Juéry,81257,637752.654500943,6315892.51415002
835,Saint-Grégoire,81253,640667.021512951,6317642.12043087
836,Montauriol,81172,646070.044786636,6331674.88409966
837,Valence-d'Albigeois,81308,650719.366324785,6324266.23940406
838,Sainte-Juliette-sur-Viaur,12234,660142.270720619,6346771.27453385
839,Pampelonne,81201,639404.592641181,6335479.20072474
840,Fraissines,81094,660559.991145073,6319509.82792288
841,Saint-Jean-de-Marcel,81254,639865.689876092,6328914.53432537
842,Camjac,12046,651619.584479212,6342432.82828235
843,Coupiac,12080,667367.786924479,6316580.96258248
844,Saint-Juéry,12233,675614.266717942,6313954.42175719
845,Castelnau-de-Mandailles,12061,691045.291186606,6381354.71153526
846,Versols-et-Lapeyre,12292,694874.465464177,6311210.48732831
847,Salmiech,12255,667032.875343961,6343968.46267657
848,Bessuéjouls,12027,677474.870038713,6380085.64019301
849,Brasc,12035,665779.829826547,6320110.05918157
850,Calmels-et-le-Viala,12042,680621.57301916,6317471.22876777
851,Vézins-de-Lévézou,12294,694026.906999759,6352090.22633586
852,Agen-d'Aveyron,12001,675612.422108135,6361408.6782668
853,Rebourguil,12195,680423.185908914,6309571.83430261
854,Druelle Balsac,12090,657789.961308025,6363899.25282972
855,Nauviale,12171,654923.407363959,6379519.74094553
856,Arques,12010,684411.874166952,6358060.18888558
857,Pruines,12193,659310.079580866,6381816.03259949
858,Prades-Salars,12188,683474.040269284,6350065.49614598
859,Sébrazac,12265,672624.979358349,6382074.50369205
860,Flavin,12102,669815.32531099,6354444.2021135
861,Viala-du-Tarn,12296,687115.141083149,6331868.40033782
862,Martrin,12141,670649.020140557,6314530.19847046
863,Montlaur,12154,686628.199029444,6307384.88591918
864,Luc-la-Primaube,12133,663041.296641723,6356377.19793817
865,Palmas d'Aveyron,12177,688808.487867056,6369260.25344543
866,Le Vibal,12297,679364.563106396,6358080.92838389
867,Curan,12307,688301.659884082,6344318.68993977
868,Coubisou,12079,678743.192544031,6386354.59136534
869,Salles-Curan,12253,682902.182275903,6340078.82804104
870,Durenque,12092,669713.935257186,6333621.10644998
871,Alrance,12006,674034.545781955,6337426.52578609
872,Broquiès,12037,676473.553546149,6324365.97111972
873,Campuac,12049,667001.61919214,6385371.52181741
874,Muret-le-Château,12165,665943.82420664,6377493.65467139
875,Saint-Martin-de-Lenne,12239,697272.57405497,6369514.78052206
876,Saint-Christophe-Vallon,12215,652003.412147086,6375866.3235057
877,Saint-Rome-de-Tarn,12244,691226.071641916,6325940.77416242
878,Bozouls,12033,676801.619985607,6374316.21443241
879,Montjaux,12153,692312.046377307,6333489.80760253
880,Castelnau-Pégayrols,12062,694212.679691726,6337962.79014994
881,Laissac-Sévérac l'Église,12120,686583.374596215,6362611.79750106
882,Saint Geniez d'Olt et d'Aubrac,12224,700982.749092229,6379284.55510414
883,Arvieu,12011,673429.591770658,6343585.36178417
884,Salles-la-Source,12254,662212.711933739,6371800.67583197
885,Brousse-le-Château,12038,670958.775900687,6323119.82370855
886,Auriac-Lagast,12015,667682.351439803,6338431.39182404
887,Saint-Izaire,12228,676182.960499428,6319140.79892857
888,Le Monastère,12146,667035.530281247,6359313.10801006
889,Saint-Laurent-de-Lévézou,12236,695076.624985434,6345592.87432451
890,Rodez,12202,665479.110542844,6362279.10169828
891,Bertholène,12026,682709.787765831,6366239.3477524
892,Sébazac-Concourès,12264,669018.714602647,6369437.64485514
893,La Loubière,12131,672177.71112083,6365863.59133351
894,Gabriac,12106,684492.494596496,6373721.33395376
895,Moyrazès,12162,654330.515315862,6358901.80287003
896,Rodelle,12201,669973.979613347,6375917.15430438
897,Pont-de-Salars,12185,676794.00689033,6353243.77889452
898,Saint-Victor-et-Melvieu,12251,684834.692290922,6328034.85666762
899,Baraqueville,12056,656062.037338783,6353740.90156637
900,La Serre,12269,672266.584365283,6310531.27067548
901,Saint-Beauzély,12213,697327.826895741,6341126.06284244
902,Sainte-Radegonde,12241,670724.541969161,6359187.06179738
903,Les Costes-Gozon,12078,684008.558449697,6324177.23785236
904,Vabres-l'Abbaye,12286,685538.634017402,6313613.87219442
905,Montclar,12149,670370.222262293,6320173.12467511
906,Saint-Léons,12238,698625.867728013,6347094.43245923
907,Espalion,12096,681260.32952266,6380028.40923829
908,Ségur,12266,687531.592438656,6354678.67455408
909,Ayssènes,12017,681238.293360297,6332630.64374278
910,Onet-le-Château,12176,664918.092942696,6364943.3746511
911,Olemps,12174,663896.614906146,6360079.09316532
912,Clairvaux-d'Aveyron,12066,652898.429372455,6367684.90007305
913,Gissac,12109,692390.312980007,6307721.73289703
914,Saint-Affrique,12208,689309.299597404,6318526.8341504
915,Comps-la-Grand-Ville,12073,665576.245863315,6347326.78744306
916,Mouret,12161,661985.933506415,6379615.44284052
917,Villefranche-de-Panat,12299,677249.428542157,6333192.27550538
918,Vimenet,12303,694380.964569642,6366775.85729742
919,Lestrade-et-Thouels,12129,671821.260578528,6328439.55796685
920,Cahuzac-sur-Vère,81051,612988.050823016,6321440.75826927
921,Connac,12075,667446.854078902,6324756.76240541
922,Villecomtal,12298,666312.062883495,6382804.63076472
923,Montrozier,12157,677810.700744688,6366326.8090917
924,Lassouts,12124,688411.285101661,6376445.21996278
925,Canet-de-Salars,12050,679090.358387953,6348224.70304816
926,Saint-Félix-de-Lunel,12221,661412.88331255,6385135.59940352
927,Gaillac-d'Aveyron,12107,692284.245070505,6362543.56640296
928,Saint-Côme-d'Olt,12216,685900.096196758,6381405.56108218
929,Saint-Rome-de-Cernon,12243,698744.861429464,6323395.318087
930,Marcillac-Vallon,12138,657460.148285627,6375483.86901903
931,Trémouilles,12283,671100.104817161,6349023.68647689
932,Terssac,81297,625319.172776366,6314145.27429278
933,Broze,81041,611070.233058209,6317850.77865474
934,Andillac,81012,611270.838075278,6323521.17010911
935,Jouqueviel,81110,630732.567623121,6342916.71177189
936,Labastide-de-Lévis,81112,619930.056793248,6315200.20096051
937,Roquefort-sur-Soulzon,12203,698498.588403256,6319047.63285224
938,Les Cabannes,81045,614206.551464864,6331233.36130534
939,Senouillac,81283,615827.34889305,6317038.11287464
940,Milhavet,81166,622018.855107019,6326411.62953656
941,Peyrole,81208,611251.914106862,6302344.92621948
942,Saliès,81274,630344.942100463,6310059.79310635
943,Cadalen,81046,618276.969105918,6305432.48460519
944,Amarens,81009,613510.72821188,6327771.89568541
945,Virac,81322,624141.287729242,6327525.29323723
946,Sainte-Croix,81326,625539.068926558,6319490.74442743
947,Rivières,81225,617310.176718139,6313497.8978215
948,Loubers,81148,611327.465441536,6327179.37183481
949,Le Riols,81224,613136.595592348,6339663.47620143
950,Gaillac,81099,610547.698539019,6313700.51162152
951,Cestayrols,81067,618762.632256943,6320946.8228126
952,Loupiac,81149,602056.929323593,6303523.80621288
953,Milhars,81165,609798.355152454,6336567.50996195
954,Brens,81038,614004.229579491,6310477.85157402
955,Fayssac,81087,618188.289298859,6318409.53283208
956,Saint-Christophe,81245,623536.786635747,6339752.80214705
957,Montrosier,81184,607264.493682919,6337476.47793451
958,Lescure-d'Albigeois,81144,634365.40952764,6318845.66354358
959,Poulan-Pouzols,81211,628256.776483248,6306960.76774231
960,Saint-Benoît-de-Carmaux,81244,630229.263154087,6328772.93008042
961,Mouzieys-Panens,81191,614601.265876766,6334590.07969441
962,Tonnac,81300,608135.656286976,6330961.27668602
963,Labastide-Gabausse,81114,627802.533961526,6326234.17413601
964,Roussayrolles,81234,605963.025801108,6333469.98474601
965,Bor-et-Bar,12029,626895.030265266,6344943.54437921
966,Salles,81275,623368.807074614,6331197.58116949
967,Lamillarié,81133,632275.125445875,6306557.42799147
968,Sainte-Cécile-du-Cayrou,81246,604169.052423984,6323269.01410727
969,Itzac,81108,607513.980486844,6328670.52023487
970,La Fouillade,12105,623965.334497822,6348834.2048736
971,Vaour,81309,604046.307451322,6330890.33706579
972,Orban,81198,625886.560428566,6304661.24994109
973,Labessière-Candeil,81117,621153.616433344,6300650.56187098
974,Cordes-sur-Ciel,81069,616244.175555461,6330496.93216086
