COM,NAME,PTOT
071335009047,Horbach,46
071335009052,"Kirn, Stadt",8408
071335009059,Limbach,293
071335009063,Meckenbach,372
071335009073,Oberhausen bei Kirn,890
071335009077,Otzweiler,194
071335009096,Simmertal,1906
071335009113,Weitersborn,202
071335009201,Bruschied,357
071335009202,Kellenbach,246
071335009203,Königsau,69
071335009204,Schneppenbach,230
071335009205,Schwarzerden,246
071335010001,Abtweiler,188
071335010005,Auen,191
071335010009,Bärweiler,227
071335010011,Becherbach,854
071335010017,Breitenheim,396
071335010020,Callbach,339
071335010022,Daubach,234
071335010024,Desloch,318
071335010049,Hundsbach,362
071335010050,Ippenschied,156
071335010051,Jeckenbach,213
071335010053,Kirschroth,294
071335010055,Langenthal,85
071335010057,Lauschied,558
071335010058,Lettweiler,205
071335010060,Löllbach,195
071335010062,Martinstein,261
071335010064,Meddersheim,1331
071335010065,"Meisenheim, Stadt",2861
071335010066,Merxheim,1434
071335010067,Monzingen,1568
071335010072,Nußbaum,460
071335010076,Odernheim am Glan,1767
071335010081,Raumbach,411
071335010082,Rehbach,47
071335010083,Rehborn,685
071335010084,Reiffelbach,224
071335010090,Schmittweiler,189
071335010092,Schweinschied,151
071335010094,Seesbach,505
071335010102,Staudernheim,1439
071335010111,Weiler bei Monzingen,458
071335010116,Winterburg,208
071335010501,"Bad Sobernheim, Stadt",6510
071335011018,Bretzenheim,2790
071335011023,Daxweiler,757
071335011025,Dörrebach,722
071335011026,Dorsheim,748
071335011028,Eckenroth,226
071335011035,Guldental,2492
071335011054,Langenlonsheim,4186
071335011056,Laubenheim,852
071335011085,Roth,283
071335011087,Rümmelsheim,1423
071335011091,Schöneberg,623
071335011093,Schweppenhausen,931
071335011095,Seibersbach,1316
071335011103,"Stromberg, Stadt",3478
071335011108,Waldlaubersheim,825
071335011110,Warmsroth,537
071335011114,Windesheim,1814
071340045045,"Idar-Oberstein, Stadt",29753
071345001005,"Baumholder, Stadt",4128
071345001007,Berglangenbach,459
071345001008,Berschweiler bei Baumholder,538
071345001021,Eckersweiler,170
071345001026,Fohren-Linden,331
071345001027,Frauenberg,376
071345001033,Hahnweiler,179
071345001036,Heimbach,1038
071345001051,Leitzweiler,103
071345001054,Mettweiler,242
071345001068,Reichenbach (Landkreis Birkenfeld),524
071345001073,Rohrbach (Landkreis Birkenfeld),172
071345001074,Rückweiler,377
071345001075,Ruschberg,751
071345002001,Abentheuer,444
071345002002,Achtelsbach,395
071345002010,"Birkenfeld, Stadt",6985
071345002011,Börfink,162
071345002015,Brücken,1272
071345002016,Buhlenberg,481
071345002018,Dambach,156
071345002020,Dienstweiler,334
071345002022,Elchweiler,102
071345002023,Ellenberg (Landkreis Birkenfeld),92
071345002024,Ellweiler,337
071345002029,Gimbweiler,388
071345002031,Gollenberg (Landkreis Birkenfeld),122
071345002034,Hattgenstein,258
071345002042,Hoppstädten-Weiersbach,3186
071345002048,Kronweiler,311
071345002050,Leisel,533
071345002053,Meckenbach (Landkreis Birkenfeld),109
071345002057,Niederbrombach,513
071345002058,Niederhambach,322
071345002061,Nohen,344
071345002062,Oberbrombach,398
071345002063,Oberhambach,261
071345002070,Rimsberg,119
071345002071,Rinzenberg,309
071345002072,Rötsweiler-Nockenthal,468
071345002078,Schmißberg,207
071345002080,Schwollen,435
071345002084,Siesbach,368
071345002085,Sonnenberg-Winnenberg,424
071345002094,Wilzenberg-Hußweiler,293
071345005003,Allenbach,632
071345005004,Asbach,139
071345005006,Bergen,489
071345005009,Berschweiler bei Kirn,280
071345005012,Bollenbach,134
071345005013,Breitenthal,341
071345005014,Bruchweiler,528
071345005017,Bundenbach,848
071345005019,Dickesbach,426
071345005025,Fischbach,864
071345005028,Gerach,235
071345005030,Gösenroth,242
071345005032,Griebelschied,184
071345005035,Hausen,185
071345005037,Hellertshausen,193
071345005038,Herborn,508
071345005039,Herrstein,825
071345005040,Hettenrodt,670
071345005041,Hintertiefenbach,327
071345005043,Horbruch,359
071345005044,Hottenbach,564
071345005046,Kempfeld,770
071345005047,Kirschweiler,1062
071345005049,Krummenau,158
071345005052,Mackenrodt,366
071345005055,Mittelreidenbach,775
071345005056,Mörschied,764
071345005059,Niederhosenbach,306
071345005060,Niederwörresbach,855
071345005064,Oberhosenbach,132
071345005065,Oberkirn,308
071345005066,Oberreidenbach,612
071345005067,Oberwörresbach,110
071345005069,Rhaunen,2288
071345005076,Schauren,497
071345005077,Schmidthachenbach,379
071345005079,Schwerbach,53
071345005081,Sensweiler,418
071345005082,Sien,540
071345005083,Sienhachenbach,178
071345005086,Sonnschied,100
071345005087,Stipshausen,833
071345005088,Sulzbach,290
071345005089,Veitsrodt,710
071345005090,Vollmersbach,452
071345005091,Weiden,84
071345005092,Weitersbach,88
071345005093,Wickenrodt,158
071345005095,Wirschweiler,285
071345005502,Langweiler,249
071355001007,Beilstein,150
071355001012,Bremm,715
071355001015,Briedern,366
071355001017,Bruttig-Fankel,1134
071355001020,"Cochem, Stadt",5003
071355001021,Dohr,610
071355001024,Ediger-Eller,903
071355001025,Ellenz-Poltersdorf,812
071355001027,Ernst,549
071355001029,Faid,1043
071355001036,Greimersburg,701
071355001049,Klotten,1227
071355001053,Lieg,374
071355001056,Lütz,296
071355001060,Mesenich,296
071355001065,Moselkern,566
071355001066,Müden (Mosel),643
071355001069,Nehren (Landkreis Cochem-Zell),113
071355001072,Pommern,421
071355001079,Senheim,569
071355001082,Treis-Karden,2123
071355001086,Valwig,444
071355001090,Wirfus,226
071355002009,Binningen,712
071355002011,Brachtendorf,248
071355002014,Brieden,143
071355002016,Brohl,337
071355002022,Dünfus,273
071355002023,Düngenheim,1302
071355002026,Eppenberg,243
071355002028,Eulgem,192
071355002031,Forst (Eifel),390
071355002033,Gamlen,508
071355002038,Hambuch,721
071355002040,Hauroth,331
071355002042,Illerich,811
071355002043,Kaifenheim,806
071355002044,Kail,298
071355002045,"Kaisersesch, Stadt",3197
071355002046,Kalenborn (Landkreis Cochem-Zell),244
071355002051,Landkern,957
071355002052,Laubach (Landkreis Cochem-Zell),648
071355002058,Masburg,1055
071355002062,Möntenich,115
071355002067,Müllenbach (Landkreis Cochem-Zell),653
071355002075,Roes,490
071355002084,Urmersbach,461
071355002093,Zettingen,268
071355002502,Leienkaul,345
071355003002,Alflen,802
071355003005,Auderath,653
071355003008,Beuren (Landkreis Cochem-Zell),401
071355003018,Büchel (Landkreis Cochem-Zell),1208
071355003030,Filz,85
071355003034,Gevenich,710
071355003035,Gillenbeuren,248
071355003048,Kliding,224
071355003057,Lutzerath,1502
071355003078,Schmitt,121
071355003083,"Ulmen, Stadt",3392
071355003085,Urschmitt,205
071355003087,Wagenhausen,64
071355003089,Weiler (Landkreis Cochem-Zell),280
071355003091,Wollmerath,203
071355003501,Bad Bertrich,1009
071355005001,Alf,836
071355005003,Altlay,438
071355005004,Altstrimmig,330
071355005010,Blankenrath,1669
071355005013,Briedel,898
071355005019,Bullay,1665
071355005032,Forst (Hunsrück),58
071355005037,Grenderich,368
071355005039,Haserich,191
071355005041,Hesweiler,111
071355005054,Liesenich,311
071355005061,Mittelstrimmig,418
071355005064,Moritzheim,135
071355005068,Neef,417
071355005070,Panzweiler,257
071355005071,Peterswald-Löffelscheid,709
071355005073,Pünderich,790
071355005074,Reidenhausen,168
071355005076,Sankt Aldegund,530
071355005077,Schauren (Landkreis Cochem-Zell),419
071355005080,Sosberg,177
071355005081,Tellig,295
071355005088,Walhausen,228
071355005092,"Zell (Mosel), Stadt",3979
071370003003,"Andernach, Stadt",29995
071370068068,"Mayen, Stadt",19288
071370203203,"Bendorf, Stadt",17581
071375001056,Kretz,721
071375001057,Kruft,4621
071375001081,Nickenich,3621
071375001088,Plaidt,5904
071375001096,Saffig,2186
071375002023,Einig,144
071375002027,Gappenach,325
071375002029,Gering,416
071375002030,Gierschnach,276
071375002041,Kalt,447
071375002048,Kerben,528
071375002053,Kollig,576
071375002065,Lonnig,1247
071375002070,Mertloch,1368
071375002080,Naunheim,462
071375002086,Ochtendung,5371
071375002087,Pillig,472
071375002089,"Polch, Stadt",6738
071375002095,Rüber,880
071375002102,Trimbs,597
071375002112,Welling,909
071375002114,Wierschem,328
071375002501,"Münstermaifeld, Stadt",3429
071375003001,Acht,84
071375003004,Anschau,273
071375003006,Arft,237
071375003007,Baar,749
071375003011,Bermel,353
071375003014,Boos (Landkreis Mayen-Koblenz),604
071375003019,Ditscheid,261
071375003025,Ettringen (Landkreis Mayen-Koblenz),2808
071375003034,Hausten,382
071375003035,Herresbach,503
071375003036,Hirten,258
071375003043,Kehrig,1220
071375003049,Kirchwald,976
071375003055,Kottenheim,2565
071375003060,Langenfeld (Landkreis Mayen-Koblenz),664
071375003061,Langscheid,84
071375003063,Lind (Landkreis Mayen-Koblenz),50
071375003066,Luxem,330
071375003074,Monreal,779
071375003077,Münk,255
071375003079,Nachtsheim,553
071375003092,Reudelsterz,364
071375003097,Sankt Johann (Landkreis Mayen-Koblenz),921
071375003099,Siebenbach,200
071375003105,Virneburg,359
071375003110,Weiler (Landkreis Mayen-Koblenz),506
071375003113,Welschenbach,48
071375004008,Bell,1313
071375004069,"Mendig, Stadt",9053
071375004093,Rieden (Landkreis Mayen-Koblenz),1228
071375004101,Thür,1536
071375004106,Volkesfeld,557
071375007218,Niederwerth,1252
071375007224,Urbar (Landkreis Mayen-Koblenz),3171
071375007226,"Vallendar, Stadt",8569
071375007229,Weitersburg,2464
071375008202,Bassenheim,2896
071375008209,Kaltenengers,2173
071375008211,Kettig,3407
071375008216,"Mülheim-Kärlich, Stadt",11135
071375008222,Sankt Sebastian,2727
071375008225,Urmitz,3406
071375008228,"Weißenthurm, Stadt",8868
071375009201,Alken,643
071375009204,Brey,1408
071375009205,Brodenbach,672
071375009206,Burgen,738
071375009207,Dieblich,2598
071375009208,Hatzenport,606
071375009212,Kobern-Gondorf,2980
071375009214,Löf,1464
071375009215,Macken,380
071375009217,Niederfell,984
071375009219,Nörtershausen,1162
071375009220,Oberfell,1138
071375009221,"Rhens, Stadt",2948
071375009223,Spay,1933
071375009227,Waldesch,2260
071375009230,Winningen,2457
071375009231,Wolken,1052
071375009504,Lehmen,1323
071380045045,"Neuwied, Stadt",66125
071385001003,Asbach (Landkreis Neuwied),7677
071385001044,Neustadt (Wied),6470
071385001077,Windhagen,4414
071385001080,Buchholz (Westerwald),4584
071385002004,"Bad Hönningen, Stadt",6128
071385002024,Hammerstein,357
071385002038,Leutesdorf,1798
071385002063,Rheinbrohl,4154
071385003012,"Dierdorf, Stadt",5969
071385003023,Großmaischeid,2346
071385003031,Isenburg,647
071385003034,Kleinmaischeid,1346
071385003069,Stebach,371
071385003201,Marienhausen,485
071385004009,Dattenberg,1508
071385004037,Leubsdorf (Landkreis Neuwied),1598
071385004041,"Linz am Rhein, Stadt",6269
071385004055,Ockenfels,1047
071385004068,Sankt Katharinen (Landkreis Neuwied),3498
071385004075,Vettelschoß,3695
071385004501,Kasbach-Ohlenberg,1425
071385005011,Dernbach (Landkreis Neuwied),1081
071385005013,Döttesfeld,646
071385005014,Dürrholz,1311
071385005025,Hanroth,641
071385005027,Harschbach,441
071385005040,Linkenbach,526
071385005048,Niederhofen,441
071385005050,Niederwambach,455
071385005052,Oberdreis,912
071385005057,Puderbach,2514
071385005058,Ratzert,244
071385005059,Raubach,2069
071385005064,Rodenbach bei Puderbach,717
071385005070,Steimel,1329
071385005074,Urbach (Landkreis Neuwied),1552
071385005078,Woldert,596
071385007008,Bruchhausen,970
071385007019,Erpel,2601
071385007062,Rheinbreitbach,4432
071385007073,"Unkel, Stadt",4993
071385009002,Anhausen,1425
071385009005,Bonefeld,921
071385009006,Breitscheid,2199
071385009007,Hausen (Wied),1842
071385009010,Datzeroth,300
071385009015,Ehlscheid,1584
071385009026,Hardert,852
071385009030,Hümmerich,790
071385009036,Kurtscheid,963
071385009042,Meinborn,523
071385009043,Melsbach,1974
071385009047,Niederbreitbach,1567
071385009053,Oberhonnefeld-Gierend,1054
071385009054,Oberraden,682
071385009061,Rengsdorf,2868
071385009065,Roßbach,1461
071385009066,Rüscheid,826
071385009071,Straßenhaus,1935
071385009072,Thalhausen,805
071385009076,Waldbreitbach,1913
071400501501,"Boppard, Stadt",15769
071405003001,Alterkülz,379
071405003009,Bell (Hunsrück),1440
071405003010,Beltheim,1949
071405003018,Braunshorn,660
071405003021,Buch (Landkreis Rhein-Hunsrück-Kreis),875
071405003042,Gödenroth,495
071405003046,Hasselbach (Landkreis Rhein-Hunsrück-Kreis),222
071405003055,Hollnich,304
071405003064,"Kastellaun, Stadt",5631
071405003073,Korweiler,85
071405003095,Michelbach,197
071405003131,Roth (Landkreis Rhein-Hunsrück-Kreis),252
071405003147,Spesenroth,152
071405003153,Uhler,345
071405003202,Dommershausen,1116
071405003204,Mastershausen,1010
071405003502,Lahr,167
071405003503,Mörsdorf,612
071405003504,Zilshausen,288
071405004006,Bärenbach (Landkreis Rhein-Hunsrück-Kreis),481
071405004007,Belg,118
071405004024,Büchenbeuren,1890
071405004028,Dickenschied,721
071405004029,Dill,207
071405004030,Dillendorf,580
071405004040,Gehlweiler,219
071405004041,Gemünden (Landkreis Rhein-Hunsrück-Kreis),1297
071405004044,Hahn,206
071405004048,Hecken,107
071405004049,Heinzenbach,434
071405004050,Henau,165
071405004053,Hirschfeld (Hunsrück),278
071405004062,Kappel,445
071405004067,"Kirchberg (Hunsrück), Stadt",4110
071405004071,Kludenbach,123
071405004081,Laufersweiler,810
071405004082,Lautzenhausen,418
071405004086,Lindenschied,189
071405004090,Maitzborn,107
071405004094,Metzenhausen,98
071405004105,Nieder Kostenz,182
071405004107,Niedersohren,458
071405004109,Niederweiler (Landkreis Rhein-Hunsrück-Kreis),389
071405004111,Ober Kostenz,259
071405004120,Raversbeuren,132
071405004122,Reckershausen,377
071405004128,Rödelhausen,130
071405004129,Rödern,191
071405004130,Rohrbach (Landkreis Rhein-Hunsrück-Kreis),171
071405004135,Schlierschied,170
071405004141,Schwarzen,142
071405004145,Sohren,3162
071405004146,Sohrschied,114
071405004151,Todenroth,89
071405004154,Unzenberg,409
071405004159,Wahlenau,210
071405004163,Womrath,188
071405004164,Woppenroth,225
071405004165,Würrich,156
071405008002,Altweidelbach,281
071405008003,Argenthal,1657
071405008008,Belgweiler,197
071405008011,Benzweiler,216
071405008012,Bergenhausen,109
071405008015,Biebern,303
071405008020,Bubach,238
071405008023,Budenbach,202
071405008027,Dichtelbach,617
071405008035,Ellern (Hunsrück),903
071405008037,Erbach,290
071405008039,Fronhofen,234
071405008056,Holzbach,551
071405008058,Horn,344
071405008065,Keidelheim,333
071405008068,Kisselbach,597
071405008070,Klosterkumbd,272
071405008076,Külz (Hunsrück),496
071405008077,Kümbdchen,499
071405008079,Laubach (Landkreis Rhein-Hunsrück-Kreis),453
071405008085,Liebshausen,502
071405008092,Mengerschied,725
071405008096,Mörschbach,343
071405008099,Mutterschied,454
071405008100,Nannhausen,618
071405008101,Neuerkirch,322
071405008106,Niederkumbd,325
071405008113,Ohlweiler,323
071405008115,Oppertshausen,127
071405008118,Pleizenhausen,318
071405008119,Ravengiersburg,324
071405008121,Rayerschied,105
071405008123,Reich,332
071405008125,"Rheinböllen, Stadt",4095
071405008126,Riegenroth,242
071405008127,Riesweiler,806
071405008134,Sargenroth,473
071405008138,Schnorbach,270
071405008139,Schönborn,277
071405008144,"Simmern/ Hunsrück, Stadt",7970
071405008148,Steinbach,142
071405008150,Tiefenbach,750
071405008158,Wahlbach,177
071405008166,Wüschheim,311
071405009005,Badenhard,158
071405009014,Bickenbach,354
071405009016,Birkheim,142
071405009025,Damscheid,682
071405009031,Dörth,528
071405009036,"Emmelshausen, Stadt",4978
071405009043,Gondershausen,1280
071405009045,Halsenbach,1298
071405009047,Hausbay,219
071405009060,Hungenroth,273
071405009063,Karbach,641
071405009075,Kratzenburg,408
071405009080,Laudert,433
071405009084,Leiningen,726
071405009087,Lingerhahn,513
071405009089,Maisborn,128
071405009093,Mermuth,233
071405009098,Mühlpfad,61
071405009102,Ney,366
071405009104,Niederburg,678
071405009108,Niedert,126
071405009110,Norath,504
071405009112,"Oberwesel, Stadt",2912
071405009116,Perscheid,329
071405009117,Pfalzfeld,617
071405009133,"Sankt Goar, Stadt",2815
071405009140,Schwall,317
071405009149,Thörlingen,145
071405009155,Urbar (Landkreis Rhein-Hunsrück-Kreis),691
071405009156,Utzenhain,109
071405009161,Wiebelsheim,584
071405009201,Beulich,503
071405009205,Morshausen,340
071410075075,"Lahnstein, Stadt",18299
071415003002,Altendiez,2216
071415003005,Aull,423
071415003014,Birlenbach,1581
071415003021,Charlottenberg,153
071415003022,Cramberg,485
071415003029,"Diez, Stadt",11167
071415003030,Dörnberg,465
071415003038,Eppenrod,728
071415003045,Geilnau,361
071415003049,Gückingen,1142
071415003052,Hambach,496
071415003053,Heistenbach,1029
071415003057,Hirschberg,406
071415003059,Holzappel,1068
071415003061,Holzheim (Landkreis Rhein-Lahn-Kreis),894
071415003062,Horhausen,316
071415003064,Isselbach,378
071415003076,Langenscheid,514
071415003077,Laurenburg,292
071415003124,Scheidt,332
071415003130,Steinsberg,227
071415003133,Wasenbach,296
071415003503,Balduinstein,601
071415007009,Berg (Landkreis Rhein-Lahn-Kreis),246
071415007012,Bettendorf,317
071415007015,Bogel,813
071415007019,Buch (Landkreis Rhein-Lahn-Kreis),618
071415007035,Ehr,76
071415007037,Endlichhofen,142
071415007040,Eschbach (Landkreis Rhein-Lahn-Kreis),141
071415007047,Gemmerich,546
071415007055,Himmighofen,328
071415007060,Holzhausen an der Haide,1169
071415007063,Hunzel,270
071415007067,Kasdorf,234
071415007070,Kehlbach,182
071415007078,Lautert,246
071415007080,Lipporn,263
071415007084,Marienfels,332
071415007085,Miehlen,2001
071415007092,"Nastätten, Stadt",4415
071415007094,Niederbachheim,265
071415007097,Niederwallmenach,418
071415007100,Oberbachheim,201
071415007104,Obertiefenbach,388
071415007105,Oberwallmenach,204
071415007107,Oelsberg,571
071415007110,Hainau,158
071415007116,Rettershain,308
071415007120,Ruppertshofen (Landkreis Rhein-Lahn-Kreis),327
071415007131,Strüth,320
071415007134,Weidenbach (Landkreis Rhein-Lahn-Kreis),109
071415007137,Welterod,451
071415007140,Winterwerb,153
071415007502,Diethardt,231
071415009004,Auel,177
071415009016,Bornich,952
071415009023,Dachsenhausen,995
071415009024,Dahlheim,844
071415009031,Dörscheid,384
071415009042,Filsen,638
071415009066,Kamp-Bornhofen,1531
071415009069,"Kaub, Stadt",824
071415009072,Kestert,598
071415009079,Lierschied,476
071415009083,Lykershausen,232
071415009099,Nochern,485
071415009108,Osterspai,1262
071415009109,Patersberg,350
071415009112,Prath,296
071415009114,Reichenberg,158
071415009115,Reitzenhain,342
071415009121,"Sankt Goarshausen, Loreleystadt, Stadt",1238
071415009122,Sauerthal,140
071415009136,Weisel,1033
071415009138,Weyer,450
071415009501,"Braubach, Stadt",3005
071415010003,Attenhausen,426
071415010006,"Bad Ems, Stadt",9914
071415010008,Becheln,662
071415010025,Dausenau,1293
071415010026,Dessighofen,183
071415010027,Dienethal,231
071415010033,Dornholzhausen,203
071415010041,Fachbach,1275
071415010044,Frücht,577
071415010046,Geisig,359
071415010058,Hömberg,325
071415010071,Kemmenau,529
071415010082,Lollschied,181
071415010086,Miellen,341
071415010087,Misselberg,97
071415010091,"Nassau, Stadt",4820
071415010098,Nievern,1053
071415010103,Obernhof,392
071415010106,Oberwies,148
071415010111,Pohl,337
071415010127,Schweighausen,231
071415010128,Seelbach,452
071415010129,Singhofen,1827
071415010132,Sulzbach (Landkreis Rhein-Lahn-Kreis),190
071415010135,Weinähr,459
071415010139,Winden,735
071415010141,Zimmerschied,93
071415010201,Arzbach,1723
071415011001,Allendorf,595
071415011010,Berghausen,301
071415011011,Berndroth,399
071415011013,Biebrich,316
071415011018,Bremberg,276
071415011020,Burgschwalbach,1089
071415011032,Dörsdorf,417
071415011034,Ebertshausen,134
071415011036,Eisighofen,261
071415011039,Ergeshausen,138
071415011043,Flacht,992
071415011050,Gutenacker,353
071415011051,Hahnstätten,2929
071415011054,Herold,394
071415011065,Kaltenholzhausen,558
071415011068,"Katzenelnbogen, Stadt",2220
071415011073,Klingelbach,757
071415011074,Kördorf,565
071415011081,Lohrheim,610
071415011088,Mittelfischbach,142
071415011089,Mudershausen,439
071415011093,Netzbach,357
071415011095,Niederneisen,1469
071415011096,Niedertiefenbach,182
071415011101,Oberfischbach,157
071415011102,Oberneisen,713
071415011113,Reckenroth,230
071415011117,Rettert,437
071415011118,Roth (Landkreis Rhein-Lahn-Kreis),200
071415011125,Schiesheim,260
071415011126,Schönborn (Landkreis Rhein-Lahn-Kreis),723
071435001206,"Bad Marienberg (Westerwald), Stadt",6139
071435001211,Bölsberg,229
071435001216,Dreisbach,556
071435001222,Fehl-Ritzhausen,765
071435001227,Großseifen,618
071435001231,Hahn bei Marienberg,465
071435001234,Hardt (Landkreis Westerwaldkreis),457
071435001243,Hof (Landkreis Westerwaldkreis),1308
071435001248,Kirburg,591
071435001253,Langenbach bei Kirburg,1052
071435001255,Lautzenbrücken,461
071435001264,Mörlen,533
071435001270,Neunkhausen,1025
071435001277,Nisterau,826
071435001279,Nistertal,1196
071435001280,Norken,957
071435001297,Stockhausen-Illfurth,416
071435001300,Unnau,1995
071435002202,Alpenrod,1636
071435002204,Astert,267
071435002205,Atzelgift,634
071435002212,Borod,517
071435002215,Dreifelden,274
071435002223,Gehlert,638
071435002225,Giesenhausen,346
071435002229,"Hachenburg, Stadt",6304
071435002235,Hattert,1772
071435002236,Heimborn,282
071435002240,Heuzert,116
071435002241,Höchstenbach,718
071435002250,Kroppach,747
071435002252,Kundert,253
071435002257,Limbach (Landkreis Westerwaldkreis),405
071435002258,Linden (Landkreis Westerwaldkreis),146
071435002259,Lochum,331
071435002260,Luckenbach,681
071435002261,Marzhausen,277
071435002262,Merkelbach,415
071435002265,Mörsbach,414
071435002267,Mudenbach,750
071435002268,Mündersbach,818
071435002269,Müschenbach,975
071435002276,Nister,1064
071435002287,Roßbach (Landkreis Westerwaldkreis),856
071435002294,Steinebach an der Wied,857
071435002296,Stein-Wingert,221
071435002299,Streithausen,497
071435002301,Wahlrod,918
071435002306,Welkenbach,142
071435002310,Wied,514
071435002313,Winkelbach,252
071435003030,Hilgert,1523
071435003031,Hillscheid,2459
071435003032,"Höhr-Grenzhausen, Stadt",9314
071435003040,Kammerforst (Landkreis Westerwaldkreis),249
071435004005,Boden,620
071435004008,Daubach (Landkreis Westerwaldkreis),481
071435004013,Eitelborn,2499
071435004020,Gackenbach,555
071435004021,Girod,1210
071435004023,Görgeshausen,918
071435004024,Großholbach,984
071435004026,Heilberscheid,664
071435004027,Heiligenroth,1461
071435004033,Holler,1029
071435004034,Horbach (Landkreis Westerwaldkreis),719
071435004036,Hübingen,525
071435004039,Kadenbach,1349
071435004048,"Montabaur, Stadt",14601
071435004051,Nentershausen (Landkreis Westerwaldkreis),2071
071435004052,Neuhäusel,2075
071435004053,Niederelbert,1738
071435004054,Niedererbach,1038
071435004055,Nomborn,712
071435004057,Oberelbert,1167
071435004065,Ruppach-Goldhausen,1239
071435004071,Simmern,1542
071435004072,Stahlhofen,775
071435004077,Untershausen,526
071435004079,Welschneudorf,974
071435005001,Alsbach,656
071435005006,Breitenau,725
071435005007,Caan,687
071435005009,Deesen,753
071435005038,Hundsdorf,474
071435005050,Nauort,2321
071435005059,Oberhaid (Landkreis Westerwaldkreis),402
071435005062,"Ransbach-Baumbach, Stadt",8111
071435005068,Sessenbach,513
071435005082,Wirscheid,347
071435005084,Wittgert,657
071435006214,Bretthausen,216
071435006218,Elsoff (Westerwald),957
071435006237,Hellenhahn-Schellenberg,1251
071435006244,Homberg (Landkreis Westerwaldkreis),185
071435006245,Hüblingen,301
071435006246,Irmtraut,779
071435006256,Liebenscheid,827
071435006271,Neunkirchen (Landkreis Westerwaldkreis),557
071435006272,Neustadt/ Westerwald,587
071435006274,Niederroßbach,681
071435006278,Nister-Möhrendorf,287
071435006282,Oberrod,629
071435006283,Oberroßbach,348
071435006285,Rehe,1006
071435006286,"Rennerod, Stadt",4472
071435006291,Salzburg,232
071435006292,Seck,1199
071435006295,Stein-Neukirch,437
071435006302,Waigandshain,213
071435006303,Waldmühlen,316
071435006309,Westernohe,938
071435006311,Willingen,285
071435006315,Zehnhausen bei Rennerod,399
071435007015,Ellenhausen,294
071435007018,Freilingen,694
071435007019,Freirachdorf,682
071435007022,Goddert,437
071435007025,Hartenfels,750
071435007029,Herschbach,2817
071435007041,Krümmel,297
071435007044,Marienrachdorf,1024
071435007045,Maroth,242
071435007046,Maxsain,1034
071435007056,Nordhofen,550
071435007061,Quirnbach,489
071435007064,Rückeroth,480
071435007066,Schenkelberg,651
071435007067,"Selters (Westerwald), Stadt",2855
071435007069,Sessenhausen,854
071435007075,Steinen (Landkreis Westerwaldkreis),234
071435007078,Vielbach,565
071435007085,Wölferlingen,478
071435007221,Ewighausen,230
071435007305,Weidenhahn,563
071435008011,Dreikirchen,1019
071435008037,Hundsangen,1982
071435008058,Obererbach,501
071435008074,Steinefrenz,790
071435008080,Weroth,560
071435008203,Arnshöfen,174
071435008208,Berod bei Wallmerod,543
071435008210,Bilkheim,477
071435008220,Ettinghausen,342
071435008232,Hahn am See,413
071435008239,Herschbach (Oberwesterwald),908
071435008251,Kuhnhöfen,153
071435008263,Meudt,1916
071435008266,Molsberg,454
071435008273,Niederahr,811
071435008281,Oberahr,560
071435008290,Salz (Landkreis Westerwaldkreis),874
071435008304,Wallmerod,1536
071435008316,Zehnhausen bei Wallmerod,193
071435008501,Elbingen,321
071435008502,Mähren,211
071435009200,Ailertchen,648
071435009207,Bellingen,620
071435009209,Berzhahn,485
071435009213,Brandscheid (Landkreis Westerwaldkreis),467
071435009219,Enspel,293
071435009224,Gemünden (Landkreis Westerwaldkreis),1024
071435009226,Girkenroth,600
071435009228,Guckheim,980
071435009230,Härtlingen,382
071435009233,Halbs,363
071435009238,Hergenroth,455
071435009242,Höhn,3133
071435009247,Kaden,574
071435009249,Kölbingen,978
071435009254,Langenhahn,1421
071435009284,Pottum,1058
071435009288,Rotenhain,505
071435009289,Rothenbach,918
071435009293,Stahlhofen am Wiesensee,379
071435009298,Stockum-Püschen,665
071435009307,Weltersburg,312
071435009308,"Westerburg, Stadt",5995
071435009312,Willmenrod,654
071435009314,Winnen,511
071435010003,Bannberscheid,689
071435010010,Dernbach (Westerwald),2502
071435010012,Ebernhahn,1216
071435010028,Helferskirchen,1225
071435010042,Leuterod,850
071435010047,Mogendorf,1368
071435010049,Moschheim,744
071435010060,Ötzingen,1382
071435010070,Siershahn,2893
071435010073,Staudt,1268
071435010081,"Wirges, Stadt",5516
071435010275,Niedersayn,183
072110000000,"Trier, Stadt",102727
072310134134,"Wittlich, Stadt",18751
072310502502,Morbach,10582
072315001008,"Bernkastel-Kues, Stadt",6768
072315001012,Brauneberg,1146
072315001016,Burgen (Landkreis Bernkastel-Wittlich),563
072315001030,Erden,425
072315001040,Gornhausen,195
072315001041,Graach an der Mosel,629
072315001056,Hochscheid,271
072315001066,Kesten,330
072315001070,Kleinich,699
072315001071,Kommen,287
072315001075,Lieser,1240
072315001076,Lösnich,486
072315001077,Longkamp,1086
072315001081,Maring-Noviand,1421
072315001086,Minheim,449
072315001087,Monzelfeld,1310
072315001090,Mülheim an der Mosel,1027
072315001092,Neumagen-Dhron,2316
072315001105,Piesport,2021
072315001125,Ürzig,877
072315001126,Veldenz,956
072315001133,Wintrich,941
072315001136,Zeltingen-Rachtig,2174
072315006006,Berglicht,449
072315006017,Burtscheid,115
072315006018,Deuselbach,273
072315006019,Dhronecken,119
072315006032,Etgert,67
072315006035,Gielert,147
