COM,NAME,PTOT
073395008068,Zotzenheim,634
073395008202,Wolfsheim,824
073405001001,Bobenthal,282
073405001002,Busenberg,1162
073405001004,"Dahn, Stadt",4287
073405001009,Erfweiler,1140
073405001010,Erlenbach bei Dahn,310
073405001011,Fischbach bei Dahn,1404
073405001021,Hirschthal,82
073405001029,Ludwigswinkel,768
073405001033,Niederschlettenbach,274
073405001034,Nothweiler,130
073405001039,Rumbach,399
073405001043,Schindhard,521
073405001045,Schönau (Pfalz),408
073405001501,Bruchweiler-Bärenbach,1576
073405001502,Bundenthal,1047
073405002005,Darstein,191
073405002006,Dimbach,179
073405002014,Hauenstein,3489
073405002020,Hinterweidenthal,1504
073405002030,Lug,575
073405002047,Schwanheim,577
073405002049,Spirkelbach,644
073405002057,Wilgartswiesen,901
073405003008,Eppenbrunn,1271
073405003019,Hilst,327
073405003026,Kröppen,716
073405003028,Lemberg,3455
073405003036,Obersimten,623
073405003040,Ruppertsweiler,1491
073405003048,Schweix,285
073405003052,Trulben,1147
073405003053,Vinningen,1674
073405003205,Bottenbach,732
073405004003,Clausen,1418
073405004007,Donsieders,899
073405004027,Leimen,940
073405004031,Merzalben,1183
073405004032,Münchweiler an der Rodalb,2769
073405004038,"Rodalben, Stadt",6355
073405006012,Geiselberg,767
073405006015,Heltersberg,1934
073405006016,Hermersberg,1630
073405006022,Höheinöd,1180
073405006025,Horbach (Landkreis Südwestpfalz),500
073405006044,Schmalenberg,741
073405006050,Steinalben,373
073405006054,Waldfischbach-Burgalben,4225
073405008201,Althornbach,659
073405008202,Battweiler,627
073405008203,Bechhofen,2060
073405008206,Contwig,4369
073405008207,Dellfeld,1363
073405008208,Dietrichingen,352
073405008209,Großbundenbach,326
073405008210,Großsteinhausen,592
073405008211,"Hornbach, Stadt",1401
073405008212,Käshofen,626
073405008213,Kleinbundenbach,405
073405008214,Kleinsteinhausen,747
073405008218,Mauschbach,295
073405008221,Riedelberg,451
073405008223,Rosenkopf,366
073405008226,Walshausen,337
073405008227,Wiesbach,475
073405009017,Herschberg,779
073405009018,Hettenhausen,212
073405009023,Höheischweiler,810
073405009024,Höhfröschen,865
073405009035,Nünschweiler,735
073405009037,Petersberg,864
073405009041,Saalstadt,302
073405009042,Schauerberg,177
073405009051,Thaleischweiler-Fröschen,2744
073405009055,Weselberg,1324
073405009204,Biedershausen,180
073405009215,Knopp-Labach,417
073405009216,Krähenberg,161
073405009217,Maßweiler,930
073405009219,Obernheim-Kirchenarnbach,1528
073405009220,Reifenberg,772
073405009222,Rieschweiler-Mühlbach,2041
073405009224,Schmitshausen,395
073405009225,Wallhalben,817
073405009228,Winterbach (Pfalz),491
081110000000,"Stuttgart, Landeshauptstadt",610458
081150003003,"Böblingen, Stadt",50705
081150028028,"Leonberg, Stadt",48337
081150029029,Magstadt,9580
081150041041,"Renningen, Stadt",18443
081150042042,"Rutesheim, Stadt",10936
081150044044,Schönaich,10339
081150045045,"Sindelfingen, Stadt",60545
081150050050,"Weil der Stadt, Stadt",19411
081150051051,Weil im Schönbuch,9720
081150052052,Weissach,7624
081155001001,Aidlingen,9151
081155001054,Grafenau,6670
081155002013,Ehningen,9124
081155002015,Gärtringen,12903
081155003010,Deckenpfronn,3269
081155003021,"Herrenberg, Stadt",33344
081155003037,Nufringen,5753
081155004002,Altdorf (Landkreis Böblingen),4547
081155004022,Hildrizhausen,3493
081155004024,"Holzgerlingen, Stadt",13822
081155005004,Bondorf,6197
081155005016,Gäufelden,8982
081155005034,Mötzingen,3711
081155005053,Jettingen,7981
081155006046,Steinenbronn,6433
081155006048,"Waldenbuch, Stadt",8630
081160015015,Denkendorf (Landkreis Esslingen),11001
081160019019,"Esslingen am Neckar, Stadt",94442
081160047047,Neuhausen auf den Fildern,12067
081160072072,"Wernau (Neckar), Stadt",11995
081160076076,Aichwald,7252
081160077077,"Filderstadt, Stadt",45821
081160078078,"Leinfelden-Echterdingen, Stadt",40774
081160080080,"Ostfildern, Stadt",39555
081160081081,"Aichtal, Stadt",9537
081165001016,Dettingen unter Teck,6064
081165001033,"Kirchheim unter Teck, Stadt",41676
081165001048,Notzingen,3572
081165002018,Erkenbrechtsweiler,2035
081165002054,"Owen, Stadt",3337
081165002079,Lenningen,8063
081165003005,Altdorf (Landkreis Esslingen),1684
081165003006,Altenriet,1955
081165003008,Bempflingen,3351
081165003041,Neckartailfingen,3769
081165003042,Neckartenzlingen,6107
081165003063,Schlaitdorf,1865
081165004011,Beuren (Landkreis Esslingen),3612
081165004036,Kohlberg,2344
081165004046,"Neuffen, Stadt",6024
081165005020,Frickenhausen,9202
081165005022,Großbettlingen,4248
081165005049,"Nürtingen, Stadt",40212
081165005050,Oberboihingen,5486
081165005068,Unterensingen,4908
081165005073,Wolfschlugen,6164
081165006004,Altbach,6052
081165006014,Deizisau,6673
081165006056,"Plochingen, Stadt",14178
081165007007,Baltmannsweiler,5516
081165007027,Hochdorf (Landkreis Esslingen),4647
081165007037,Lichtenwald,2559
081165007058,Reichenbach an der Fils,7873
081165008012,Bissingen an der Teck,3372
081165008029,Holzmaden,2276
081165008043,Neidlingen,1759
081165008053,Ohmden,1729
081165008070,"Weilheim an der Teck, Stadt",9779
081165009035,Köngen,9560
081165009071,"Wendlingen am Neckar, Stadt",15800
081170010010,Böhmenkirch,5537
081175001006,Bad Ditzenbach,3726
081175001014,Deggingen,5131
081175002018,"Ebersbach an der Fils, Stadt",15231
081175002044,Schlierbach,3834
081175003019,"Eislingen/Fils, Stadt",21972
081175003037,Ottenbach,2410
081175003042,Salach,7976
081175004007,Bad Überkingen,3839
081175004024,"Geislingen an der Steige, Stadt",26869
081175004033,Kuchen,5537
081175005026,"Göppingen, Stadt",57809
081175005043,Schlat,1668
081175005053,Wäschenbeuren,3912
081175005055,Wangen,3138
081175006015,"Donzdorf, Stadt",10531
081175006025,Gingen an der Fils,4408
081175006049,"Süßen, Stadt",10048
081175006061,"Lauterstein, Stadt",2505
081175007016,Drackenstein,459
081175007028,Gruibingen,2225
081175007031,Hohenstadt,863
081175007035,Mühlhausen im Täle,1088
081175007058,"Wiesensteig, Stadt",1976
081175008001,Adelberg,1972
081175008009,Birenbach,1889
081175008011,Börtlingen,1683
081175008038,Rechberghausen,5413
081175009002,Aichelberg,1315
081175009012,Bad Boll,5189
081175009017,Dürnau (Landkreis Göppingen),2169
081175009023,Gammelshausen,1464
081175009029,Hattenhofen (Landkreis Göppingen),2943
081175009060,Zell unter Aichelberg,3110
081175010003,Albershausen,4397
081175010051,"Uhingen, Stadt",14248
081175011020,Eschenbach,2137
081175011030,Heiningen (Landkreis Göppingen),4968
081180003003,"Asperg, Stadt",13141
081180011011,"Ditzingen, Stadt",22659
081180019019,"Gerlingen, Stadt",18657
081180021021,"Großbottwar, Stadt",7855
081180046046,"Kornwestheim, Stadt",33536
081180048048,"Ludwigsburg, Stadt",91810
081180050050,"Markgröningen, Stadt",14043
081180051051,Möglingen,10618
081180060060,Oberstenfeld,7534
081180076076,"Sachsenheim, Stadt",18303
081180080080,"Korntal-Münchingen, Stadt",18386
081180081081,"Remseck am Neckar, Stadt",26024
081185001007,"Besigheim, Stadt",12138
081185001016,Freudental,2392
081185001018,Gemmrigheim,4407
081185001028,Hessigheim,2482
081185001047,Löchgau,5632
081185001053,Mundelsheim,3457
081185001074,Walheim,3219
081185002071,Tamm,12168
081185002077,Ingersheim,6239
081185002079,"Bietigheim-Bissingen, Stadt",43328
081185003010,"Bönnigheim, Stadt",7919
081185003015,Erligheim,2839
081185003040,Kirchheim am Neckar,5828
081185004063,Pleidelsheim,6058
081185004078,"Freiberg am Neckar, Stadt",15434
081185005001,Affalterbach,4304
081185005006,Benningen am Neckar,6212
081185005014,Erdmannhausen,5193
081185005049,"Marbach am Neckar, Stadt",15429
081185006027,Hemmingen,7809
081185006067,Schwieberdingen,11141
081185007054,Murr,6498
081185007070,"Steinheim an der Murr, Stadt",11986
081185008012,Eberdingen,6698
081185008059,"Oberriexingen, Stadt",3265
081185008068,Sersheim,5359
081185008073,"Vaihingen an der Enz, Stadt",28576
081190001001,Alfdorf,7292
081190020020,"Fellbach, Stadt",46147
081190041041,Korb,11262
081190044044,"Murrhardt, Stadt",14360
081190061061,Rudersberg,11704
081190079079,"Waiblingen, Stadt",57280
081190089089,Berglen,6708
081190090090,Remshalden,14349
081190091091,"Weinstadt, Stadt",26807
081190093093,Kernen im Remstal,15761
081195001003,Allmersbach im Tal,5065
081195001004,Althütte,4290
081195001006,Auenwald,6804
081195001008,"Backnang, Stadt",38202
081195001018,Burgstetten,3749
081195001038,Kirchberg an der Murr,4004
081195001053,Oppenweiler,4440
081195001083,Weissach im Tal,7436
081195001087,Aspach (Landkreis Rems-Murr-Kreis),8380
081195002055,Plüderhausen,9687
081195002076,Urbach (Landkreis Rems-Murr-Kreis),8951
081195003067,"Schorndorf, Stadt",40548
081195003086,Winterbach (Landkreis Rems-Murr-Kreis),7661
081195004024,Großerlach,2616
081195004069,Spiegelberg,2186
081195004075,Sulzbach an der Murr,5279
081195005037,Kaisersbach,2461
081195005084,"Welzheim, Stadt",11120
081195006042,Leutenbach (Landkreis Rems-Murr-Kreis),12121
081195006068,Schwaikheim,9693
081195006085,"Winnenden, Stadt",29297
081210000000,"Heilbronn, Universitätsstadt",128303
081250007007,"Bad Wimpfen, Stadt",7311
081250039039,"Gundelsheim, Stadt",7589
081250058058,"Leingarten, Stadt",11717
081250068068,"Neudenau, Stadt",5338
081250107107,Wüstenrot,6779
081255001005,"Bad Friedrichshall, Stadt",19746
081255001078,Oedheim,6534
081255001079,Offenau,2909
081255002006,"Bad Rappenau, Stadt",22333
081255002049,Kirchardt,5878
081255002087,Siegelsbach,1667
081255003013,"Brackenheim, Stadt",16475
081255003017,Cleebronn,3125
081255004026,"Eppingen, Stadt",22424
081255004034,Gemmingen,5466
081255004047,Ittlingen,2619
081255005030,Flein,7276
081255005094,Talheim (Landkreis Heilbronn),4972
081255006056,"Lauffen am Neckar, Stadt",11985
081255006066,Neckarwestheim,4103
081255006074,Nordheim,8457
081255007048,Jagsthausen,1731
081255007063,"Möckmühl, Stadt",8261
081255007084,Roigheim,1444
081255007103,"Widdern, Stadt",1804
081255008027,Erlenbach,5151
081255008065,"Neckarsulm, Stadt",26221
081255008096,Untereisesheim,4241
081255009069,"Neuenstadt am Kocher, Stadt",10157
081255009111,Hardthausen am Kocher,4227
081255009113,Langenbrettach,3918
081255010038,"Güglingen, Stadt",6380
081255010081,Pfaffenhofen,2443
081255010108,Zaberfeld,4179
081255011059,"Löwenstein, Stadt",3388
081255011110,Obersulm,13845
081255012001,Abstatt,4896
081255012008,"Beilstein, Stadt",6201
081255012046,Ilsfeld,9669
081255012098,Untergruppenbach,8540
081255013061,Massenbachhausen,3668
081255013086,"Schwaigern, Stadt",11493
081255014021,Eberstadt,3105
081255014024,Ellhofen,3929
081255014057,Lehrensteinsfeld,2656
081255014102,"Weinsberg, Stadt",12708
081260011011,Bretzfeld,12498
081260072072,Schöntal,5568
081265001047,Kupferzell,6421
081265001058,"Neuenstein, Stadt",6644
081265001085,"Waldenburg, Stadt (Landkreis Hohenlohekreis)",2970
081265002020,Dörzbach,2516
081265002045,"Krautheim, Stadt",4662
081265002056,Mulfingen,3621
081265003039,"Ingelfingen, Stadt",5430
081265003046,"Künzelsau, Stadt",15733
081265004028,"Forchtenberg, Stadt",5271
081265004060,"Niedernhall, Stadt",4143
081265004086,Weißbach (Landkreis Hohenlohekreis),2018
081265005066,"Öhringen, Stadt",25320
081265005069,Pfedelbach,9427
081265005094,Zweiflingen,1785
081270008008,Blaufelden,5323
081270052052,Mainhardt,5963
081270075075,"Schrozberg, Stadt",5719
081275001009,Braunsbach,2444
081275001086,Untermünkheim,3018
081275002014,"Crailsheim, Stadt",34395
081275002073,Satteldorf,5564
081275002103,Frankenhardt,4892
081275002104,Stimpfach,3033
081275003101,Kreßberg,3971
081275003102,Fichtenau,4619
081275004032,"Gerabronn, Stadt",4463
081275004047,"Langenburg, Stadt",1845
081275005043,"Ilshofen, Stadt",6909
081275005089,"Vellberg, Stadt",4596
081275005099,Wolpertshausen,2292
081275006023,Fichtenberg,2824
081275006025,"Gaildorf, Stadt",12071
081275006062,Oberrot,3451
081275006079,Sulzbach-Laufen,2528
081275007012,Bühlertann,3066
081275007013,Bühlerzell,2050
081275007063,Obersontheim,5340
081275008046,"Kirchberg an der Jagst, Stadt",4198
081275008071,Rot am See,5434
081275008091,Wallhausen (Landkreis Schwäbisch Hall),3679
081275009056,Michelbach an der Bilz,3374
081275009059,Michelfeld,3750
081275009076,"Schwäbisch Hall, Stadt",41247
081275009100,Rosengarten (Landkreis Schwäbisch Hall),5238
081280020020,"Creglingen, Stadt",4504
081280039039,"Freudenberg, Stadt (Landkreis Main-Tauber-Kreis)",3697
081280064064,"Külsheim, Stadt",5218
081280082082,"Niederstetten, Stadt",4857
081280126126,"Weikersheim, Stadt",7560
081280131131,"Wertheim, Stadt",22799
081280139139,"Lauda-Königshofen, Stadt",14278
081285001006,Assamstadt,2237
081285001007,"Bad Mergentheim, Stadt",23971
081285001058,Igersheim,5452
081285002014,"Boxberg, Stadt",6659
081285002138,Ahorn (Landkreis Main-Tauber-Kreis),2202
081285003047,"Grünsfeld, Stadt",3639
081285003137,Wittighausen,1687
081285004045,Großrinderfeld,4048
081285004061,Königheim,3003
081285004115,"Tauberbischofsheim, Stadt",13201
081285004128,Werbach,3203
081350010010,Dischingen,4332
081350015015,Gerstetten,11621
081350020020,"Herbrechtingen, Stadt",13192
081350025025,Königsbronn,7032
081350032032,Steinheim am Albuch,8722
081355001016,"Giengen an der Brenz, Stadt",19433
081355001021,Hermaringen,2281
081355002019,"Heidenheim an der Brenz, Stadt",49964
081355002026,Nattheim,6363
081355003027,"Niederstotzingen, Stadt",4742
081355003031,Sontheim an der Brenz,5744
081360002002,Abtsgmünd,7351
081360027027,Gschwend,4641
081360042042,"Lorch, Stadt (Landkreis Ostalbkreis)",10784
081360045045,"Neresheim, Stadt",7967
081360050050,"Oberkochen, Stadt",7793
081365001021,Essingen (Landkreis Ostalbkreis),6386
081365001033,Hüttlingen,5983
081365001088,"Aalen, Stadt",67139
081365002010,"Bopfingen, Stadt",11670
081365002037,Kirchheim am Ries,1784
081365002087,Riesbürg,2217
081365003003,Adelmannsfelden,1701
081365003018,Ellenberg (Landkreis Ostalbkreis),1754
081365003019,"Ellwangen (Jagst), Stadt",24614
081365003035,Jagstzell,2306
081365003046,Neuler,3206
081365003060,Rosenberg (Landkreis Ostalbkreis),2623
081365003084,Wört,1472
081365003089,Rainau,3292
081365004038,"Lauchheim, Stadt",4712
081365004082,Westhausen (Landkreis Ostalbkreis),6098
081365005020,Eschach,1832
081365005024,Göggingen,2484
081365005034,Iggingen,2497
081365005040,Leinzell,2039
081365005049,Obergröningen,435
081365005062,Schechingen,2218
081365006007,Bartholomä,2090
081365006009,Böbingen an der Rems,4640
081365006028,"Heubach, Stadt",10026
081365006029,Heuchlingen,1853
081365006043,Mögglingen,4288
081365007065,"Schwäbisch Gmünd, Stadt",63449
081365007079,Waldstetten,7056
081365008015,Durlangen,2755
081365008044,Mutlangen,6852
081365008061,Ruppertshofen (Landkreis Ostalbkreis),1833
081365008066,Spraitbach,3418
081365008070,Täferrot,1035
081365009068,Stödtlen,1797
081365009071,Tannhausen,1801
081365009075,Unterschneidheim,4806
082110000000,"Baden-Baden, Stadt",55887
082120000000,"Karlsruhe, Stadt",305408
082150017017,"Ettlingen, Stadt",38461
082150046046,Malsch (Landkreis Karlsruhe),14884
082150047047,Marxzell,5047
082150064064,"Östringen, Stadt",13258
082150084084,Ubstadt-Weiher,13154
082150089089,Walzbachtal,9900
082150090090,Weingarten (Baden),10428
082150096096,Karlsbad,16181
082150097097,"Kraichtal, Stadt",14731
082150101101,Pfinztal,18286
082150102102,Eggenstein-Leopoldshafen,16823
082150105105,Linkenheim-Hochstetten,12265
082150106106,"Waghäusel, Stadt",21993
082150108108,"Rheinstetten, Stadt",20820
082150109109,"Stutensee, Stadt",24980
082150110110,Waldbronn,13324
082155001039,Kronau,5960
082155001100,Bad Schönborn,13129
082155002007,"Bretten, Stadt",29871
082155002025,Gondelsheim,4103
082155003009,"Bruchsal, Stadt",46780
082155003021,Forst (Landkreis Karlsruhe),8029
082155003029,Hambrücken,5571
082155003103,Karlsdorf-Neuthard,10691
082155004099,Graben-Neudorf,12146
082155004111,Dettenheim,6749
082155005040,Kürnbach,2346
082155005059,Oberderdingen,11358
082155006066,"Philippsburg, Stadt",13558
082155006107,Oberhausen-Rheinhausen,9505
082155007082,Sulzfeld (Landkreis Karlsruhe),4951
082155007094,Zaisenhausen,1832
082160008008,Bühlertal,7788
082160013013,Forbach,4497
082160015015,"Gaggenau, Stadt",29553
082165001006,Bischweier,3009
082165001024,"Kuppenheim, Stadt",8219
082165002007,"Bühl, Stadt",28782
082165002041,Ottersweier,6356
082165003002,Au am Rhein,3377
082165003005,Bietigheim,6373
082165003009,Durmersheim,11947
082165003012,Elchesheim-Illingen,3239
082165004017,"Gernsbach, Stadt",14167
082165004029,Loffenau,2520
082165004059,Weisenbach,2434
082165005023,Iffezheim,5175
082165005033,Muggensturm,6100
082165005039,Ötigheim,4905
082165005043,"Rastatt, Stadt",50546
082165005052,Steinmauern,3120
082165006028,"Lichtenau, Stadt (Landkreis Rastatt)",4940
082165006063,Rheinmünster,6592
082165007022,Hügelsheim,5052
082165007049,Sinzheim,11380
082210000000,"Heidelberg, Stadt",153809
082220000000,"Mannheim, Universitätsstadt",313693
082250014014,"Buchen (Odenwald), Stadt",18021
082250060060,Mudau,4863
082255001032,Hardheim,6765
082255001039,Höpfingen,3039
082255001109,"Walldürn, Stadt",11557
082255002033,Haßmersheim,4956
082255002042,Hüffenhardt,2034
082255003002,Aglasterhausen,4836
082255003068,Neunkirchen (Landkreis Neckar-Odenwald-Kreis),1855
082255003116,Schwarzach,2924
082255004024,Fahrenbach,2698
082255004052,Limbach (Landkreis Neckar-Odenwald-Kreis),4407
082255005058,"Mosbach, Stadt",24413
082255005067,Neckarzimmern,1434
082255005074,Obrigheim,5395
082255005117,Elztal,5836
082255006010,Binau,1369
082255006064,Neckargerach,2278
082255006113,Zwingenberg,658
082255006118,Waldbrunn (Landkreis Neckar-Odenwald-Kreis),4691
082255007075,"Osterburken, Stadt",6525
082255007082,Rosenberg (Landkreis Neckar-Odenwald-Kreis),2062
082255007114,"Ravenstein, Stadt",2992
082255008009,Billigheim,5975
082255008115,Schefflenz,3846
082255009001,"Adelsheim, Stadt",5058
082255009091,Seckach,3983
082260009009,Brühl,14279
082260012012,Dossenheim,12641
082260018018,"Eppelheim, Stadt",15590
082260028028,Heddesheim,12127
082260036036,Ilvesheim,9253
082260037037,Ketsch,13120
082260038038,"Ladenburg, Stadt",12371
082260041041,"Leimen, Stadt",26852
082260060060,Nußloch,11321
082260062062,Oftersheim,12241
082260063063,Plankstadt,10374
082260076076,Sandhausen,15350
082260082082,"Schriesheim, Stadt",14994
082260084084,"Schwetzingen, Stadt",21732
082260095095,"Walldorf, Stadt",15987
082260096096,"Weinheim, Stadt",45823
082260103103,St. Leon-Rot,13996
082260105105,Edingen-Neckarhausen,14365
082260107107,Hirschberg an der Bergstraße,9642
082265001013,"Eberbach, Stadt",14607
082265001081,Schönbrunn,2888
082265002020,Eschelbronn,2694
082265002048,Mauer,4142
082265002049,Meckesheim,5303
082265002086,Spechbach,1689
082265002104,Lobbach,2394
082265003031,"Hemsbach, Stadt",11986
082265003040,Laudenbach (Landkreis Rhein-Neckar-Kreis),6484
082265004003,Altlußheim,6247
082265004032,"Hockenheim, Stadt",21634
082265004059,Neulußheim,7143
082265004068,Reilingen,8179
082265005006,Bammental,6504
082265005022,Gaiberg,2335
082265005056,"Neckargemünd, Stadt",13201
082265005097,Wiesenbach (Landkreis Rhein-Neckar-Kreis),3184
082265006046,Malsch (Landkreis Rhein-Neckar-Kreis),3409
082265006054,Mühlhausen (Landkreis Rhein-Neckar-Kreis),8702
082265006065,"Rauenberg, Stadt",8724
082265007027,Heddesbach,487
082265007029,Heiligkreuzsteinach,2646
082265007080,"Schönau, Stadt",4412
082265007099,Wilhelmsfeld,3211
082265008085,"Sinsheim, Stadt",36517
082265008101,Zuzenhausen,2267
082265008102,Angelbachtal,5183
082265009017,Epfenbach,2400
082265009055,"Neckarbischofsheim, Stadt",4128
082265009058,Neidenstein,1790
082265009066,Reichartshausen,2123
082265009091,"Waibstadt, Stadt",5764
082265009106,Helmstadt-Bargen,3840
082265010010,Dielheim,9151
082265010098,"Wiesloch, Stadt",27095
082310000000,"Pforzheim, Stadt",133110
082350065065,Schömberg (Landkreis Calw),7730
082350080080,"Wildberg, Stadt",9998
082355001006,"Altensteig, Stadt",10846
082355001022,Egenhausen,1992
082355001066,Simmersfeld,2220
082355002007,Althengstett,7732
082355002029,Gechingen,3605
082355002057,Ostelsheim,2475
082355002067,Simmozheim,2809
082355003018,Dobel,2318
082355003033,"Bad Herrenalb, Stadt",7558
082355004008,"Bad Liebenzell, Stadt",9195
082355004073,Unterreichenbach,2370
082355005047,"Neubulach, Stadt",5730
082355005050,Neuweiler,3120
082355005084,"Bad Teinach-Zavelstein, Stadt",3103
082355006055,Oberreichenbach (Landkreis Calw),2908
082355006085,"Calw, Stadt",24538
082355007020,Ebhausen,4782
082355007032,"Haiterbach, Stadt",5959
082355007046,"Nagold, Stadt",23221
082355007060,Rohrdorf (Landkreis Calw),1936
082355008025,Enzklösterle,1304
082355008035,Höfen an der Enz,1622
082355008079,"Bad Wildbad, Stadt",10350
082360004004,Birkenfeld (Landkreis Enzkreis),10178
082360028028,Illingen (Landkreis Enzkreis),7661
082360030030,Ispringen,5810
082360033033,"Knittlingen, Stadt",7962
082360046046,Niefern-Öschelbronn,12352
082360070070,Keltern,8736
082360071071,Remchingen,11832
082360072072,Straubenhardt,11279
082365001019,Friolzheim,3966
082365001025,"Heimsheim, Stadt",5420
082365001039,Mönsheim,2929
082365001065,Wiernsheim,6721
082365001067,Wimsheim,2787
082365001068,Wurmberg,3218
082365002011,Eisingen (Landkreis Enzkreis),4590
082365002074,Kämpfelbach,6221
082365002076,Königsbach-Stein,10093
082365003038,"Maulbronn, Stadt",6387
082365003061,Sternenfels,2810
082365004040,"Mühlacker, Stadt",26420
082365004050,Ötisheim,4586
082365005013,Engelsbrand,4416
082365005043,"Neuenbürg, Stadt",8134
082365006031,Kieselbronn,2943
082365006073,Neulingen,6571
082365006075,Ölbronn-Dürrn,3444
082365007044,Neuhausen,5143
082365007062,Tiefenbronn,5290
082370002002,"Alpirsbach, Stadt",6180
082370004004,Baiersbronn,15269
082370045045,Loßburg,7684
082375001019,"Dornstetten, Stadt",8119
082375001030,Glatten,2521
082375001061,Schopfloch,2584
082375001074,Waldachtal,6163
082375002028,"Freudenstadt, Stadt",24034
082375002073,Seewald,2134
082375002075,Bad Rippoldsau-Schapbach,2047
082375003024,Empfingen,4173
082375003027,Eutingen im Gäu,6024
082375003040,"Horb am Neckar, Stadt",25424
082375005032,Grömbach,629
082375005054,Pfalzgrafenweiler,7203
082375005072,Wörnersberg,213
083110000000,"Freiburg im Breisgau, Stadt",233040
083150068068,Lenzkirch,5098
083150076076,"Neuenburg am Rhein, Stadt",12636
083150133133,"Vogtsburg im Kaiserstuhl, Stadt",6235
083155001006,"Bad Krozingen, Stadt",22044
083155001048,Hartheim am Rhein,5047
083155002015,"Breisach am Rhein, Stadt",15886
083155002059,Ihringen,6212
083155002072,Merdingen,2584
083155003020,Buchenbach,3189
083155003064,Kirchzarten,9978
083155003084,Oberried,2849
083155003109,Stegen,4332
083155004014,Bollschweil,2285
083155004131,Ehrenkirchen,7665
083155005047,Gundelfingen,12030
083155005051,Heuweiler,1132
083155006008,Ballrechten-Dottingen,2412
083155006033,Eschbach (Landkreis Breisgau-Hochschwarzwald),2456
083155006050,"Heitersheim, Stadt",6441
083155007003,Au,1496
083155007056,Horben,1201
083155007073,Merzhausen,5215
083155007107,Sölden,1284
083155007125,Wittnau,1480
083155008016,Breitnau,1858
083155008052,Hinterzarten,2497
083155009013,Bötzingen,5448
083155009030,Eichstetten am Kaiserstuhl,3689
083155009043,Gottenheim,2955
083155010039,Friedenweiler,2009
083155010070,"Löffingen, Stadt",7675
083155011115,Umkirch,5662
083155011132,March,9223
083155012004,Auggen,2843
083155012007,Badenweiler,4604
083155012022,Buggingen,4406
083155012074,"Müllheim, Stadt",19638
083155012111,"Sulzburg, Stadt",2725
083155013041,Glottertal,3253
083155013094,St. Märgen,1958
083155013095,St. Peter,2672
083155014028,Ebringen,2812
083155014089,Pfaffenweiler,2631
083155014098,Schallstadt,6396
083155015037,Feldberg (Schwarzwald),1903
083155015102,Schluchsee,2562
083155016108,"Staufen im Breisgau, Stadt",8322
083155016130,Münstertal/Schwarzwald,5098
083155017031,Eisenbach (Hochschwarzwald),2150
083155017113,"Titisee-Neustadt, Stadt",12761
083165001009,Denzlingen,13579
083165001036,Reute,2835
083165001045,Vörstetten,3153
083165002003,Biederbach,1722
083165002010,"Elzach, Stadt",7368
083165002055,Winden im Elztal,2828
083165003011,"Emmendingen, Stadt",29137
083165003024,Malterdingen,3265
083165003039,Sexau,3432
083165003043,Teningen,11796
083165003054,Freiamt,4199
083165004017,"Herbolzheim, Stadt",10813
083165004020,"Kenzingen, Stadt",10513
083165004049,Weisweil,2157
083165004053,Rheinhausen,4115
083165005002,Bahlingen am Kaiserstuhl,4373
083165005012,"Endingen am Kaiserstuhl, Stadt",10022
083165005013,Forchheim,1407
083165005037,Riegel am Kaiserstuhl,3979
083165005038,Sasbach am Kaiserstuhl,3414
083165005051,Wyhl am Kaiserstuhl,3978
083165006014,Gutach im Breisgau,4579
083165006042,Simonswald,2943
083165006056,"Waldkirch, Stadt",21243
083170005005,Appenweier,10274
083170031031,Friesenheim (Landkreis Ortenaukreis),13509
083170051051,"Hornberg, Stadt",4160
083170057057,"Kehl, Stadt",38556
083170141141,Willstätt,9837
083170151151,Neuried (Landkreis Ortenaukreis),9826
083170153153,"Rheinau, Stadt",11236
083175001001,"Achern, Stadt",25696
083175001068,Lauf,4015
083175001116,Sasbach,5286
083175001118,Sasbachwalden,2605
083175002026,"Ettenheim, Stadt",13424
083175002073,"Mahlberg, Stadt",5191
083175002113,Ringsheim,2467
083175002114,Rust,4523
083175002152,Kappel-Grafenhausen,5236
083175003009,Berghaupten,2460
083175003034,"Gengenbach, Stadt",11056
083175003097,Ohlsbach,3296
083175004029,Fischerbach,1706
083175004040,"Haslach im Kinzigtal, Stadt",7156
083175004046,Hofstetten (Landkreis Ortenaukreis),1786
083175004078,Mühlenbach,1666
083175004129,Steinach (Landkreis Ortenaukreis),3934
083175005039,Gutach (Schwarzwaldbahn),2282
083175005041,"Hausach, Stadt",5807
083175006056,Kappelrodeck,6190
083175006102,Ottenhöfen im Schwarzwald,3162
083175006126,Seebach (Landkreis Ortenaukreis),1441
083175007059,Kippenheim,5485
083175007065,"Lahr/Schwarzwald, Stadt",49103
083175008008,Bad Peterstal-Griesbach,2594
083175008098,"Oppenau, Stadt",4890
083175009067,Lautenbach,1935
083175009089,"Oberkirch, Stadt",19628
083175009110,"Renchen, Stadt",7473
083175010021,Durbach,4048
083175010047,Hohberg,8128
083175010096,"Offenburg, Stadt",62220
083175010100,Ortenberg,3424
083175010122,Schutterwald,7200
083175011121,Schuttertal,3192
083175011127,Seelbach (Landkreis Ortenaukreis),4850
083175012075,Meißenheim,4135
083175012150,Schwanau,6925
083175013093,Oberwolfach,2551
083175013145,"Wolfach, Stadt",5607
083175014011,Biberach,3716
083175014085,Nordrach,1823
083175014088,Oberharmersbach,2426
083175014146,"Zell am Harmersbach, Stadt",8106
